id|nct_id|outcome_id|result_group_id|ctgov_group_code|classification|category|title|description|units|param_type|param_value|param_value_num|dispersion_type|dispersion_value|dispersion_value_num|dispersion_lower_limit|dispersion_upper_limit|explanation_of_na|dispersion_upper_limit_raw|dispersion_lower_limit_raw
1931225610|NCT01169259|258925677|839481971|OG002|||Number of Participants Who Died From Myocardial Infarction|Number of participants who died from myocardial infarction|Participants|COUNT_OF_PARTICIPANTS|13|13.0||||||||
1931225611|NCT01169259|258925677|839481972|OG003|||Number of Participants Who Died From Myocardial Infarction|Number of participants who died from myocardial infarction|Participants|COUNT_OF_PARTICIPANTS|26|26.0||||||||
1931225612|NCT01169259|258925678|839481973|OG000|||Number of Participants Who Died From Coronary Heart Disease|Number of participants who died from coronary heart disease|Participants|COUNT_OF_PARTICIPANTS|48|48.0||||||||
1931225613|NCT01169259|258925678|839481974|OG001|||Number of Participants Who Died From Coronary Heart Disease|Number of participants who died from coronary heart disease|Participants|COUNT_OF_PARTICIPANTS|38|38.0||||||||
1931225614|NCT01169259|258925678|839481975|OG002|||Number of Participants Who Died From Coronary Heart Disease|Number of participants who died from coronary heart disease|Participants|COUNT_OF_PARTICIPANTS|37|37.0||||||||
1931225615|NCT01169259|258925678|839481976|OG003|||Number of Participants Who Died From Coronary Heart Disease|Number of participants who died from coronary heart disease|Participants|COUNT_OF_PARTICIPANTS|49|49.0||||||||
1931225616|NCT01169259|258925679|839481977|OG000|||Number of Participants Who Died From Stroke|Number of participants who died from stroke|Participants|COUNT_OF_PARTICIPANTS|19|19.0||||||||
1931225617|NCT01169259|258925679|839481978|OG001|||Number of Participants Who Died From Stroke|Number of participants who died from stroke|Participants|COUNT_OF_PARTICIPANTS|23|23.0||||||||
1931225618|NCT01169259|258925679|839481979|OG002|||Number of Participants Who Died From Stroke|Number of participants who died from stroke|Participants|COUNT_OF_PARTICIPANTS|22|22.0||||||||
1931225619|NCT01169259|258925679|839481980|OG003|||Number of Participants Who Died From Stroke|Number of participants who died from stroke|Participants|COUNT_OF_PARTICIPANTS|20|20.0||||||||
1931225620|NCT01169259|258925680|839481981|OG000|||Number of Participants With Myocardial Infarction, Excluding First 2 Years of Follow-up|Number of participants with myocardial infarction, excluding first 2 years of follow-up|Participants|COUNT_OF_PARTICIPANTS|108|108.0||||||||
1931225621|NCT01169259|258925680|839481982|OG001|||Number of Participants With Myocardial Infarction, Excluding First 2 Years of Follow-up|Number of participants with myocardial infarction, excluding first 2 years of follow-up|Participants|COUNT_OF_PARTICIPANTS|117|117.0||||||||
1931225622|NCT01169259|258925680|839481983|OG002|||Number of Participants With Myocardial Infarction, Excluding First 2 Years of Follow-up|Number of participants with myocardial infarction, excluding first 2 years of follow-up|Participants|COUNT_OF_PARTICIPANTS|94|94.0||||||||
1931225623|NCT01169259|258925680|839481984|OG003|||Number of Participants With Myocardial Infarction, Excluding First 2 Years of Follow-up|Number of participants with myocardial infarction, excluding first 2 years of follow-up|Participants|COUNT_OF_PARTICIPANTS|131|131.0||||||||
1931225624|NCT01169259|258925681|839481985|OG000|||Number of Participants With Conventional Colorectal Adenoma|tubular, tubulovillous, villous adenoma; adenoma w/high-grade dysplasia|Participants|COUNT_OF_PARTICIPANTS|308|308.0||||||||
1931225625|NCT01169259|258925681|839481986|OG001|||Number of Participants With Conventional Colorectal Adenoma|tubular, tubulovillous, villous adenoma; adenoma w/high-grade dysplasia|Participants|COUNT_OF_PARTICIPANTS|287|287.0||||||||
1931225626|NCT01169259|258925681|839481987|OG002|||Number of Participants With Conventional Colorectal Adenoma|tubular, tubulovillous, villous adenoma; adenoma w/high-grade dysplasia|Participants|COUNT_OF_PARTICIPANTS|294|294.0||||||||
1931225628|NCT01169259|258925682|839481989|OG000|||Number of Participants With Serrated Colorectal Polyps|hyperplastic polyp, traditional serrated adenoma, sessile serrated polyp|Participants|COUNT_OF_PARTICIPANTS|172|172.0||||||||
1931225629|NCT01169259|258925682|839481990|OG001|||Number of Participants With Serrated Colorectal Polyps|hyperplastic polyp, traditional serrated adenoma, sessile serrated polyp|Participants|COUNT_OF_PARTICIPANTS|169|169.0||||||||
1931225630|NCT01169259|258925682|839481991|OG002|||Number of Participants With Serrated Colorectal Polyps|hyperplastic polyp, traditional serrated adenoma, sessile serrated polyp|Participants|COUNT_OF_PARTICIPANTS|174|174.0||||||||
1931225631|NCT01169259|258925682|839481992|OG003|||Number of Participants With Serrated Colorectal Polyps|hyperplastic polyp, traditional serrated adenoma, sessile serrated polyp|Participants|COUNT_OF_PARTICIPANTS|167|167.0||||||||
1931225564|NCT01169259|258925666|839481925|OG000|||Number of Participants Who Died From Cardiovascular Causes|Number of participants who died from cardiovascular causes|Participants|COUNT_OF_PARTICIPANTS|152|152.0||||||||
1931225627|NCT01169259|258925681|839481988|OG003|||Number of Participants With Conventional Colorectal Adenoma|tubular, tubulovillous, villous adenoma; adenoma w/high-grade dysplasia|Participants|COUNT_OF_PARTICIPANTS|301|301.0||||||||
1929179881|NCT03594110|258654786|838582268|OG000|||Interventional Part: Time to First Occurrence of Kidney Disease Progression or Cardiovascular Death ('as Adjudicated')|"Time to first occurrence of kidney disease progression (KDP) or cardiovascular death is reported as incidence rate of first occurrence of KDP or adjudicated cardiovascular death.~Incidence rate= (Number of patients who experienced the event of first occurrence of KDP or cardiovascular death)\*100/(patient years at risk (pt-yrs at risk). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~Kidney disease progression was defined as:~* end stage kidney disease (defined as the initiation of maintenance dialysis or receipt of a kidney transplant) OR~* a sustained decline in estimated glomerular filtration rate (eGFR) to \<10 mL/min/1.73m\^2 OR~* renal death OR~* a sustained decline of ≥40% in eGFR from randomisation."|patients with events/100 pt-yrs at risk|NUMBER|8.96|8.96|95% Confidence Interval|||8.23|9.72||9.72|8.23
1929179882|NCT03594110|258654786|838582269|OG001|||Interventional Part: Time to First Occurrence of Kidney Disease Progression or Cardiovascular Death ('as Adjudicated')|"Time to first occurrence of kidney disease progression (KDP) or cardiovascular death is reported as incidence rate of first occurrence of KDP or adjudicated cardiovascular death.~Incidence rate= (Number of patients who experienced the event of first occurrence of KDP or cardiovascular death)\*100/(patient years at risk (pt-yrs at risk). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~Kidney disease progression was defined as:~* end stage kidney disease (defined as the initiation of maintenance dialysis or receipt of a kidney transplant) OR~* a sustained decline in estimated glomerular filtration rate (eGFR) to \<10 mL/min/1.73m\^2 OR~* renal death OR~* a sustained decline of ≥40% in eGFR from randomisation."|patients with events/100 pt-yrs at risk|NUMBER|6.85|6.85|95% Confidence Interval|||6.22|7.51||7.51|6.22
1929179883|NCT03594110|258654787|838582270|OG000|||Key Secondary Endpoint: Interventional Part - Time to First Hospitalization for Heart Failure ('as Adjudicated') or Cardiovascular Death ('as Adjudicated')|"Time to first hospitalization for heart failure ('as adjudicated') or cardiovascular death ('as adjudicated') is reported as incidence rate of first hospitalization for heart failure or cardiovascular death.~Incidence rate= (Number of patients who experienced the event of first hospitalization for heart failure or cardiovascular death) \*100/(patient years at risk (pt-yrs at risk)).~pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25."|patients with events/100 pt-yrs at risk|NUMBER|2.39|2.39|95% Confidence Interval|||2.03|2.78||2.78|2.03
1929179884|NCT03594110|258654787|838582271|OG001|||Key Secondary Endpoint: Interventional Part - Time to First Hospitalization for Heart Failure ('as Adjudicated') or Cardiovascular Death ('as Adjudicated')|"Time to first hospitalization for heart failure ('as adjudicated') or cardiovascular death ('as adjudicated') is reported as incidence rate of first hospitalization for heart failure or cardiovascular death.~Incidence rate= (Number of patients who experienced the event of first hospitalization for heart failure or cardiovascular death) \*100/(patient years at risk (pt-yrs at risk)).~pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25."|patients with events/100 pt-yrs at risk|NUMBER|2.04|2.04|95% Confidence Interval|||1.7|2.4||2.40|1.70
1929179885|NCT03594110|258654788|838582272|OG000|||Key Secondary Endpoint: Interventional Part - Time to Occurrences of All-cause Hospitalizations (First and Recurrent Combined)|Time to occurrences of all-cause hospitalizations is reported as total number of all-cause hospitalizations (first and recurrent combined).|events (first and recurrent)|NUMBER|1895|1895.0||||||||
1929179886|NCT03594110|258654788|838582273|OG001|||Key Secondary Endpoint: Interventional Part - Time to Occurrences of All-cause Hospitalizations (First and Recurrent Combined)|Time to occurrences of all-cause hospitalizations is reported as total number of all-cause hospitalizations (first and recurrent combined).|events (first and recurrent)|NUMBER|1612|1612.0||||||||
1929179887|NCT03594110|258654789|838582274|OG000|||Key Secondary Endpoint: Interventional Part - Time to Death From Any Cause ('as Adjudicated')|"Time to death from any cause is reported as incidence rate of death from any cause.~Incidence rate of death from any cause = (Number of patients who experienced the event of death from any cause) \* 100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25."|patients with events/100 pt-yrs at risk|NUMBER|2.59|2.59|95% Confidence Interval|||2.21|3.0||3.00|2.21
1929179888|NCT03594110|258654789|838582275|OG001|||Key Secondary Endpoint: Interventional Part - Time to Death From Any Cause ('as Adjudicated')|"Time to death from any cause is reported as incidence rate of death from any cause.~Incidence rate of death from any cause = (Number of patients who experienced the event of death from any cause) \* 100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25."|patients with events/100 pt-yrs at risk|NUMBER|2.29|2.29|95% Confidence Interval|||1.94|2.68||2.68|1.94
1929179889|NCT03594110|258654790|838582276|OG000|||Interventional Part: Time to First Occurrence of Kidney Disease Progression|"Time to first occurrence of kidney disease progression (KDP) is reported as incidence rate of first occurrence of kidney disease progression.~Incidence rate of first occurrence of kidney disease progression= (Number of patients who experienced the event of first occurrence of kidney disease progression) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~Kidney disease progression was defined as:~* end stage kidney disease (defined as the initiation of maintenance dialysis or receipt of a kidney transplant) OR~* a sustained decline in estimated glomerular filtration rate (eGFR) to \<10 mL/min/1.73m\^2 OR~* renal death OR~* a sustained decline of ≥40% in eGFR from randomisation)."|patients with events/100 pt-yrs at risk|NUMBER|8.09|8.09|95% Confidence Interval|||7.4|8.81||8.81|7.40
1929179890|NCT03594110|258654790|838582277|OG001|||Interventional Part: Time to First Occurrence of Kidney Disease Progression|"Time to first occurrence of kidney disease progression (KDP) is reported as incidence rate of first occurrence of kidney disease progression.~Incidence rate of first occurrence of kidney disease progression= (Number of patients who experienced the event of first occurrence of kidney disease progression) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~Kidney disease progression was defined as:~* end stage kidney disease (defined as the initiation of maintenance dialysis or receipt of a kidney transplant) OR~* a sustained decline in estimated glomerular filtration rate (eGFR) to \<10 mL/min/1.73m\^2 OR~* renal death OR~* a sustained decline of ≥40% in eGFR from randomisation)."|patients with events/100 pt-yrs at risk|NUMBER|6.09|6.09|95% Confidence Interval|||5.5|6.72||6.72|5.50
1929179891|NCT03594110|258654791|838582278|OG000|||Interventional Part: Time to Cardiovascular Death ('as Adjudicated')|"Time to cardiovascular death ('as adjudicated') is reported as incidence rate of cardiovascular death.~Incidence rate of cardiovascular death= (Number of patients who experienced the event of cardiovascular death) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25."|patients with events/100 pt-yrs at risk|NUMBER|1.08|1.08|95% Confidence Interval|||0.84|1.35||1.35|0.84
1929179892|NCT03594110|258654791|838582279|OG001|||Interventional Part: Time to Cardiovascular Death ('as Adjudicated')|"Time to cardiovascular death ('as adjudicated') is reported as incidence rate of cardiovascular death.~Incidence rate of cardiovascular death= (Number of patients who experienced the event of cardiovascular death) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25."|patients with events/100 pt-yrs at risk|NUMBER|0.91|0.91|95% Confidence Interval|||0.69|1.15||1.15|0.69
1929179893|NCT03594110|258654792|838582280|OG000|||Interventional Part: Time to First Occurrence Cardiovascular Death ('as Adjudicated') or End Stage Kidney Disease (ESKD)|"Time to first occurrence of cardiovascular death ('as adjudicated') or end stage kidney disease is reported as incidence rate of first occurrence of cardiovascular death or end stage kidney disease (ESKD).~Incidence rate of first occurrence cardiovascular death or end stage kidney disease (ESKD)= (Number of patients who experienced the event of first occurrence of cardiovascular death or end stage kidney disease (ESKD)) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~ESKD was defined as the initiation of maintenance dialysis or receipt of a kidney transplant."|patients with events/100 pt-yrs at risk|NUMBER|3.45|3.45|95% Confidence Interval|||3.01|3.92||3.92|3.01
1929179894|NCT03594110|258654792|838582281|OG001|||Interventional Part: Time to First Occurrence Cardiovascular Death ('as Adjudicated') or End Stage Kidney Disease (ESKD)|"Time to first occurrence of cardiovascular death ('as adjudicated') or end stage kidney disease is reported as incidence rate of first occurrence of cardiovascular death or end stage kidney disease (ESKD).~Incidence rate of first occurrence cardiovascular death or end stage kidney disease (ESKD)= (Number of patients who experienced the event of first occurrence of cardiovascular death or end stage kidney disease (ESKD)) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~ESKD was defined as the initiation of maintenance dialysis or receipt of a kidney transplant."|patients with events/100 pt-yrs at risk|NUMBER|2.55|2.55|95% Confidence Interval|||2.18|2.96||2.96|2.18
1929179895|NCT03594110|258654793|838582282|OG000|||Overall Study: Time to the First Occurrence of Kidney Disease Progression or Cardiovascular Death ('as Adjudicated')|"Time to first occurrence of kidney disease progression (KDP) or cardiovascular death is reported as incidence of progression of kidney disease or death from cardiovascular causes in the interventional part of the trial and in the post-trial follow-up (non-interventional part).~Incidence rate= (Number of patients who experienced the event of first occurrence of KDP or cardiovascular death)\*100/(patient years at risk (pt-yrs at risk). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~Kidney disease progression was defined as:~* a sustained decline in eGFR to less than 10 mL/min/1.73m\^2 OR~* renal death OR~* sustained decline of more than 40% in eGFR from randomization."|patients with events/100 pt-yrs at risk|NUMBER|9.99|9.99|95% Confidence Interval|||9.38|10.62||10.62|9.38
1929179896|NCT03594110|258654793|838582283|OG001|||Overall Study: Time to the First Occurrence of Kidney Disease Progression or Cardiovascular Death ('as Adjudicated')|"Time to first occurrence of kidney disease progression (KDP) or cardiovascular death is reported as incidence of progression of kidney disease or death from cardiovascular causes in the interventional part of the trial and in the post-trial follow-up (non-interventional part).~Incidence rate= (Number of patients who experienced the event of first occurrence of KDP or cardiovascular death)\*100/(patient years at risk (pt-yrs at risk). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~Kidney disease progression was defined as:~* a sustained decline in eGFR to less than 10 mL/min/1.73m\^2 OR~* renal death OR~* sustained decline of more than 40% in eGFR from randomization."|patients with events/100 pt-yrs at risk|NUMBER|8.36|8.36|95% Confidence Interval|||7.81|8.93||8.93|7.81
1929179897|NCT03594110|258654794|838582284|OG000|||Overall Study: Time to First Occurrence of Kidney Disease Progression|"The time to first occurrence of kidney disease progression in the interventional part of the trial and in the post-trial follow-up (non-interventional part) is reported as the incidence rate of first occurrence of kidney disease progression.~Incidence rate of first occurrence of kidney disease progression= (Number of patients who experienced the event of first occurrence of kidney disease progression) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~Kidney disease progression was defined as:~* end stage kidney disease (defined as the initiation of maintenance dialysis or receipt of a kidney transplant) OR~* a sustained decline in estimated glomerular filtration rate (eGFR) to \<10 mL/min/1.73m\^2 OR~* renal death OR~* a sustained decline of ≥40% in eGFR from randomisation."|patients with events/100 pt-yrs at risk|NUMBER|8.95|8.95|95% Confidence Interval|||8.37|9.55||9.55|8.37
1929179898|NCT03594110|258654794|838582285|OG001|||Overall Study: Time to First Occurrence of Kidney Disease Progression|"The time to first occurrence of kidney disease progression in the interventional part of the trial and in the post-trial follow-up (non-interventional part) is reported as the incidence rate of first occurrence of kidney disease progression.~Incidence rate of first occurrence of kidney disease progression= (Number of patients who experienced the event of first occurrence of kidney disease progression) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~Kidney disease progression was defined as:~* end stage kidney disease (defined as the initiation of maintenance dialysis or receipt of a kidney transplant) OR~* a sustained decline in estimated glomerular filtration rate (eGFR) to \<10 mL/min/1.73m\^2 OR~* renal death OR~* a sustained decline of ≥40% in eGFR from randomisation."|patients with events/100 pt-yrs at risk|NUMBER|7.52|7.52|95% Confidence Interval|||7.0|8.06||8.06|7.00
1929179899|NCT03594110|258654795|838582286|OG000|||Overall Study: Time to First Occurrence of Death From Any Cause or ESKD|"Time to first occurrence of death from any cause or end stage kidney disease (ESKD) in the interventional part of the trial and in the post-trial follow-up (non-interventional part) is reported as incidence rate of first occurrence of death from any cause or ESKD.~Incidence rate of first occurrence of death from any cause or end stage kidney disease (ESKD)= (Number of patients who experienced the event of first occurrence of death any cause or end stage kidney disease (ESKD)) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~ESKD was defined as the initiation of maintenance dialysis or receipt of a kidney transplant."|patients with events/100 pt-yrs at risk|NUMBER|6.08|6.08|95% Confidence Interval|||5.62|6.55||6.55|5.62
1929179900|NCT03594110|258654795|838582287|OG001|||Overall Study: Time to First Occurrence of Death From Any Cause or ESKD|"Time to first occurrence of death from any cause or end stage kidney disease (ESKD) in the interventional part of the trial and in the post-trial follow-up (non-interventional part) is reported as incidence rate of first occurrence of death from any cause or ESKD.~Incidence rate of first occurrence of death from any cause or end stage kidney disease (ESKD)= (Number of patients who experienced the event of first occurrence of death any cause or end stage kidney disease (ESKD)) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~ESKD was defined as the initiation of maintenance dialysis or receipt of a kidney transplant."|patients with events/100 pt-yrs at risk|NUMBER|5.13|5.13|95% Confidence Interval|||4.71|5.56||5.56|4.71
1929179901|NCT03594110|258654796|838582288|OG000|||Overall Study: Time to First Occurrence of ESKD|"Time to first occurrence of end stage kidney disease (ESKD) in the interventional part of the trial and in the post-trial follow-up (non-interventional part) is reported as incidence rate of first occurrence of ESKD.~Incidence rate of first occurrence of end stage kidney disease (ESKD)= (Number of patients who experienced the event of first occurrence of ESKD) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~ESKD was defined as the initiation of maintenance dialysis or receipt of a kidney transplant."|patients with events/100 pt-yrs at risk|NUMBER|3.49|3.49|95% Confidence Interval|||3.14|3.85||3.85|3.14
1929179902|NCT03594110|258654796|838582289|OG001|||Overall Study: Time to First Occurrence of ESKD|"Time to first occurrence of end stage kidney disease (ESKD) in the interventional part of the trial and in the post-trial follow-up (non-interventional part) is reported as incidence rate of first occurrence of ESKD.~Incidence rate of first occurrence of end stage kidney disease (ESKD)= (Number of patients who experienced the event of first occurrence of ESKD) \*100/(patient years at risk (pt-yrs at risk)). pt-yrs at risk= sum of time at risk \[days\] over all patients in a treatment group / 365.25.~ESKD was defined as the initiation of maintenance dialysis or receipt of a kidney transplant."|patients with events/100 pt-yrs at risk|NUMBER|2.72|2.72|95% Confidence Interval|||2.41|3.03||3.03|2.41
1929179903|NCT03594110|258654797|838582290|OG000|||Body Composition Measurement Sub-study: Mean Absolute Fluid Overload, Averaged Over Time|"Mean absolute fluid overload averaged over time in the body composition measurement sub-study. Fluid overload or overhydration was measured using bioimpedance spectroscopy which derives the amount of water in liters (L) in the adipose tissue and lean mass tissues and computed as the difference between expected (based upon weight and body composition) versus measured extracellular water volume, with positive values representing excess fluid.~A mixed model of repeated measures (MMRM) with terms for baseline, age, sex, screening diabetes status, local screening eGFR, local screening UACR, treatment, treatment-by-time interaction and baseline-by-time interaction was used for the analysis. The weighted mean of the values at 2 and 18 months."|Liters|LEAST_SQUARES_MEAN|0.34|0.34|Standard Error|0.05|0.05|||||
1929179904|NCT03594110|258654797|838582291|OG001|||Body Composition Measurement Sub-study: Mean Absolute Fluid Overload, Averaged Over Time|"Mean absolute fluid overload averaged over time in the body composition measurement sub-study. Fluid overload or overhydration was measured using bioimpedance spectroscopy which derives the amount of water in liters (L) in the adipose tissue and lean mass tissues and computed as the difference between expected (based upon weight and body composition) versus measured extracellular water volume, with positive values representing excess fluid.~A mixed model of repeated measures (MMRM) with terms for baseline, age, sex, screening diabetes status, local screening eGFR, local screening UACR, treatment, treatment-by-time interaction and baseline-by-time interaction was used for the analysis. The weighted mean of the values at 2 and 18 months."|Liters|LEAST_SQUARES_MEAN|0.10|0.1|Standard Error|0.05|0.05|||||
1929179905|NCT03594110|258654798|838582292|OG000|||Magnetic Resonance Imaging Sub-study: Kidney Cortical T1 Mapping as Measured by Modified Look-Locker Inversion Recovery (MOLLI) at 18 Months|"Kidney cortical T1 mapping using the modified Look-Locker inversion recovery (MOLLI) measured by magnetic resonance imaging (MRI) in the placebo and empagliflozin groups.~A linear regression with terms for age, sex, screening diabetes status, local screening eGFR, local screening UACR was used in the analysis."|milliseconds|LEAST_SQUARES_MEAN|1634|1634.0|Standard Error|11|11.0|||||
1929179906|NCT03594110|258654798|838582293|OG001|||Magnetic Resonance Imaging Sub-study: Kidney Cortical T1 Mapping as Measured by Modified Look-Locker Inversion Recovery (MOLLI) at 18 Months|"Kidney cortical T1 mapping using the modified Look-Locker inversion recovery (MOLLI) measured by magnetic resonance imaging (MRI) in the placebo and empagliflozin groups.~A linear regression with terms for age, sex, screening diabetes status, local screening eGFR, local screening UACR was used in the analysis."|milliseconds|LEAST_SQUARES_MEAN|1622|1622.0|Standard Error|10|10.0|||||
1927127894|NCT02065791|258381019|837670517|OG000|||Primary Composite Endpoint of Doubling of Serum Creatinine (DoSC), End-stage Kidney Disease (ESKD), and Renal or Cardiovascular (CV) Death|Primary composite endpoint is the composite of DoSC, ESKD, and renal or CV death. DoSC: from baseline average determination (sustained and confirmed by repeat central laboratory measure after at least 30 days and preferably within 60 days). ESKD: as initiation of maintenance dialysis for at least 30 days, or renal transplantation, or an estimated glomerular filtration rate (eGFR) value of less than (\<)15 milliliters per minute per 1.73 square meter (mL/min/1.73 m\^2) (sustained and confirmed by repeat central laboratory measure after at least 30 days and preferably within 60 days). Renal death: death in participants who had reached ESKD, died without initiating renal replacement therapy, and no other cause of death was determined via adjudication. Adjudication of these events by Endpoint Adjudication Committee (EAC) was performed in blinded fashion. Event rate estimated based on time to first occurrence of primary composite endpoint are presented.|Event rate per 1000 participant-years|NUMBER|61.24|61.24||||||||
1927127895|NCT02065791|258381019|837670518|OG001|||Primary Composite Endpoint of Doubling of Serum Creatinine (DoSC), End-stage Kidney Disease (ESKD), and Renal or Cardiovascular (CV) Death|Primary composite endpoint is the composite of DoSC, ESKD, and renal or CV death. DoSC: from baseline average determination (sustained and confirmed by repeat central laboratory measure after at least 30 days and preferably within 60 days). ESKD: as initiation of maintenance dialysis for at least 30 days, or renal transplantation, or an estimated glomerular filtration rate (eGFR) value of less than (\<)15 milliliters per minute per 1.73 square meter (mL/min/1.73 m\^2) (sustained and confirmed by repeat central laboratory measure after at least 30 days and preferably within 60 days). Renal death: death in participants who had reached ESKD, died without initiating renal replacement therapy, and no other cause of death was determined via adjudication. Adjudication of these events by Endpoint Adjudication Committee (EAC) was performed in blinded fashion. Event rate estimated based on time to first occurrence of primary composite endpoint are presented.|Event rate per 1000 participant-years|NUMBER|43.21|43.21||||||||
1927127896|NCT02065791|258381020|837670519|OG000|||Composite Endpoint of CV Death and Hospitalized Heart Failure (HHF)|The composite endpoint included CV death and HHF. CV death included death due to myocardial infarction (MI), stroke, heart failure, sudden death, death during a CV procedure or as a result of procedure-related complications, or death due to other CV causes. For analytic purposes, undetermined causes of death were considered CV deaths. In determining whether a death event was CV in nature, the EAC took into consideration both the proximate and underlying causes. Adjudication of these events by the EAC was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of the composite endpoint of CV death and HHF are presented.|Event rate per 1000 participant-years|NUMBER|45.44|45.44||||||||
1927127897|NCT02065791|258381020|837670520|OG001|||Composite Endpoint of CV Death and Hospitalized Heart Failure (HHF)|The composite endpoint included CV death and HHF. CV death included death due to myocardial infarction (MI), stroke, heart failure, sudden death, death during a CV procedure or as a result of procedure-related complications, or death due to other CV causes. For analytic purposes, undetermined causes of death were considered CV deaths. In determining whether a death event was CV in nature, the EAC took into consideration both the proximate and underlying causes. Adjudication of these events by the EAC was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of the composite endpoint of CV death and HHF are presented.|Event rate per 1000 participant-years|NUMBER|31.47|31.47||||||||
1927127899|NCT02065791|258381021|837670522|OG001|||Major Adverse Cardiac Event (MACE)|The composite endpoint included CV death, non-fatal MI, and non-fatal stroke (that is, 3-point MACE). Adjudication of these events by the EAC was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of MACE are presented.|Event rate per 1000 participant-years|NUMBER|38.71|38.71||||||||
1927127900|NCT02065791|258381022|837670523|OG000|||Hospitalized Heart Failure (HHF)|Adjudication of these events by the Endpoint Adjudication Committee (EAC) was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of hospitalized heart failure are presented.|Event rate per 1000 participant-years|NUMBER|25.33|25.33||||||||
1927127901|NCT02065791|258381022|837670524|OG001|||Hospitalized Heart Failure (HHF)|Adjudication of these events by the Endpoint Adjudication Committee (EAC) was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of hospitalized heart failure are presented.|Event rate per 1000 participant-years|NUMBER|15.65|15.65||||||||
1927127902|NCT02065791|258381023|837670525|OG000|||Renal Composite Endpoint|The renal composite endpoint included composite of DoSC, ESKD and Renal death. DoSC: from the baseline average determination (sustained and confirmed by repeat central laboratory measure after at least 30 days and preferably within 60 days). ESKD: initiation of maintenance dialysis for at least 30 days, or renal transplantation, or an eGFR value of \<15 mL/min/1.73 m\^2 (sustained and confirmed by repeat central laboratory measure after at least 30 days and preferably within 60 days). Renal death: death in participants who have reached ESKD, died without initiating renal replacement therapy, and no other cause of death was determined via adjudication. Adjudication of these events by the EAC was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of the renal composite endpoint are presented.|Event rate per 1000 participant-years|NUMBER|40.36|40.36||||||||
1927127903|NCT02065791|258381023|837670526|OG001|||Renal Composite Endpoint|The renal composite endpoint included composite of DoSC, ESKD and Renal death. DoSC: from the baseline average determination (sustained and confirmed by repeat central laboratory measure after at least 30 days and preferably within 60 days). ESKD: initiation of maintenance dialysis for at least 30 days, or renal transplantation, or an eGFR value of \<15 mL/min/1.73 m\^2 (sustained and confirmed by repeat central laboratory measure after at least 30 days and preferably within 60 days). Renal death: death in participants who have reached ESKD, died without initiating renal replacement therapy, and no other cause of death was determined via adjudication. Adjudication of these events by the EAC was performed in a blinded fashion. Event rate estimated based on the time to the first occurrence of the renal composite endpoint are presented.|Event rate per 1000 participant-years|NUMBER|26.99|26.99||||||||
