id|nct_id|outcome_id|result_group_id|ctgov_group_code|scope|units|count
621378474|NCT03594110|258654786|838582269|OG001|Measure|Participants|3304
621378475|NCT03594110|258654787|838582270|OG000|Measure|Participants|3305
621378476|NCT03594110|258654787|838582271|OG001|Measure|Participants|3304
621378477|NCT03594110|258654788|838582272|OG000|Measure|Participants|3305
621378478|NCT03594110|258654788|838582273|OG001|Measure|Participants|3304
621378479|NCT03594110|258654789|838582274|OG000|Measure|Participants|3305
621378480|NCT03594110|258654789|838582275|OG001|Measure|Participants|3304
621378481|NCT03594110|258654790|838582276|OG000|Measure|Participants|3305
621378482|NCT03594110|258654790|838582277|OG001|Measure|Participants|3304
621378483|NCT03594110|258654791|838582278|OG000|Measure|Participants|3305
621378484|NCT03594110|258654791|838582279|OG001|Measure|Participants|3304
621378485|NCT03594110|258654792|838582280|OG000|Measure|Participants|3305
621378486|NCT03594110|258654792|838582281|OG001|Measure|Participants|3304
621378487|NCT03594110|258654793|838582282|OG000|Measure|Participants|3305
621378488|NCT03594110|258654793|838582283|OG001|Measure|Participants|3304
621378489|NCT03594110|258654794|838582284|OG000|Measure|Participants|3305
621378490|NCT03594110|258654794|838582285|OG001|Measure|Participants|3304
621378491|NCT03594110|258654795|838582286|OG000|Measure|Participants|3305
621378492|NCT03594110|258654795|838582287|OG001|Measure|Participants|3304
621378493|NCT03594110|258654796|838582288|OG000|Measure|Participants|3305
621378494|NCT03594110|258654796|838582289|OG001|Measure|Participants|3304
621378495|NCT03594110|258654797|838582290|OG000|Measure|Participants|309
621378496|NCT03594110|258654797|838582291|OG001|Measure|Participants|311
621378497|NCT03594110|258654798|838582292|OG000|Measure|Participants|79
621378498|NCT03594110|258654798|838582293|OG001|Measure|Participants|93
621051805|NCT00397189|258520469|838132910|OG000|Measure|Participants|137
621051806|NCT00397189|258520469|838132911|OG001|Measure|Participants|144
621051807|NCT00397189|258520470|838132912|OG000|Measure|Participants|137
621051808|NCT00397189|258520470|838132913|OG001|Measure|Participants|144
620717094|NCT02065791|258381019|837670517|OG000|Measure|Participants|2199
620717095|NCT02065791|258381019|837670518|OG001|Measure|Participants|2202
620717096|NCT02065791|258381020|837670519|OG000|Measure|Participants|2199
620717097|NCT02065791|258381020|837670520|OG001|Measure|Participants|2202
620717098|NCT02065791|258381021|837670521|OG000|Measure|Participants|2199
620717099|NCT02065791|258381021|837670522|OG001|Measure|Participants|2202
620717100|NCT02065791|258381022|837670523|OG000|Measure|Participants|2199
620717101|NCT02065791|258381022|837670524|OG001|Measure|Participants|2202
620717102|NCT02065791|258381023|837670525|OG000|Measure|Participants|2199
620717103|NCT02065791|258381023|837670526|OG001|Measure|Participants|2202
620717104|NCT02065791|258381024|837670527|OG000|Measure|Participants|2199
620717105|NCT02065791|258381024|837670528|OG001|Measure|Participants|2202
620717106|NCT02065791|258381025|837670529|OG000|Measure|Participants|2199
620717107|NCT02065791|258381025|837670530|OG001|Measure|Participants|2202
620717108|NCT02065791|258381026|837670531|OG000|Measure|Participants|2199
620717109|NCT02065791|258381026|837670532|OG001|Measure|Participants|2202
620736786|NCT02345486|258389379|837697747|OG000|Measure|Participants|454
620736787|NCT02345486|258389379|837697748|OG001|Measure|Participants|520
620736788|NCT02345486|258389380|837697749|OG000|Measure|Participants|454
620736789|NCT02345486|258389380|837697750|OG001|Measure|Participants|520
620736790|NCT02345486|258389381|837697751|OG000|Measure|Participants|454
620736791|NCT02345486|258389381|837697752|OG001|Measure|Participants|520
620736792|NCT02345486|258389382|837697753|OG000|Measure|Participants|454
620736793|NCT02345486|258389382|837697754|OG001|Measure|Participants|520
620736794|NCT02345486|258389383|837697755|OG000|Measure|Participants|454
620736795|NCT02345486|258389383|837697756|OG001|Measure|Participants|520
620736796|NCT02345486|258389384|837697757|OG000|Measure|Participants|454
620736797|NCT02345486|258389384|837697758|OG001|Measure|Participants|520
620736798|NCT02345486|258389385|837697759|OG000|Measure|Participants|454
620736799|NCT02345486|258389385|837697760|OG001|Measure|Participants|520
620736800|NCT02345486|258389386|837697761|OG000|Measure|Participants|454
620736801|NCT02345486|258389386|837697762|OG001|Measure|Participants|520
620736802|NCT02345486|258389387|837697763|OG000|Measure|Participants|454
620736803|NCT02345486|258389387|837697764|OG001|Measure|Participants|520
620736804|NCT02345486|258389388|837697765|OG000|Measure|Participants|454
620736805|NCT02345486|258389388|837697766|OG001|Measure|Participants|520
620736806|NCT02345486|258389389|837697767|OG000|Measure|Participants|454
620736807|NCT02345486|258389389|837697768|OG001|Measure|Participants|520
620736808|NCT02345486|258389390|837697769|OG000|Measure|Participants|454
620736809|NCT02345486|258389390|837697770|OG001|Measure|Participants|520
620736810|NCT02345486|258389391|837697771|OG000|Measure|Participants|454
620736811|NCT02345486|258389391|837697772|OG001|Measure|Participants|520
620736812|NCT02345486|258389392|837697773|OG000|Measure|Participants|454
620736813|NCT02345486|258389392|837697774|OG001|Measure|Participants|520
620736814|NCT02345486|258389392|837697773|OG000|Measure|Orders for intravenous crystalloid|588
620736815|NCT02345486|258389392|837697774|OG001|Measure|Orders for intravenous crystalloid|854
620736816|NCT02345486|258389393|837697775|OG000|Measure|Participants|454
620736817|NCT02345486|258389393|837697776|OG001|Measure|Participants|520
620736818|NCT02345486|258389394|837697777|OG000|Measure|Participants|454
620736819|NCT02345486|258389394|837697778|OG001|Measure|Participants|520
620736820|NCT02345486|258389395|837697779|OG000|Measure|Participants|454
620736821|NCT02345486|258389395|837697780|OG001|Measure|Participants|520
620736822|NCT02345486|258389396|837697781|OG000|Measure|Participants|454
620736823|NCT02345486|258389396|837697782|OG001|Measure|Participants|520
620736824|NCT02345486|258389397|837697783|OG000|Measure|Participants|454
620736825|NCT02345486|258389397|837697784|OG001|Measure|Participants|520
620736826|NCT02345486|258389398|837697785|OG000|Measure|Participants|454
620736827|NCT02345486|258389398|837697786|OG001|Measure|Participants|520
620736828|NCT02345486|258389399|837697787|OG000|Measure|Participants|454
620736829|NCT02345486|258389399|837697788|OG001|Measure|Participants|520
620736830|NCT02345486|258389400|837697789|OG000|Measure|Participants|454
620736831|NCT02345486|258389400|837697790|OG001|Measure|Participants|520
621080234|NCT04356937|258532795|838171583|OG000|Measure|Participants|161
621080235|NCT04356937|258532795|838171584|OG001|Measure|Participants|81
621080236|NCT04356937|258532796|838171585|OG000|Measure|Participants|161
621080237|NCT04356937|258532796|838171586|OG001|Measure|Participants|81
621080238|NCT04356937|258532797|838171587|OG000|Measure|Participants|138
621080239|NCT04356937|258532797|838171588|OG001|Measure|Participants|66
621080240|NCT04356937|258532798|838171589|OG000|Measure|Participants|161
621080241|NCT04356937|258532798|838171590|OG001|Measure|Participants|81
621080242|NCT04356937|258532799|838171591|OG000|Measure|Participants|11
621080243|NCT04356937|258532799|838171592|OG001|Measure|Participants|8
621080244|NCT04356937|258532800|838171593|OG000|Measure|Participants|161
621080245|NCT04356937|258532800|838171594|OG001|Measure|Participants|81
621080246|NCT04356937|258532801|838171595|OG000|Measure|Participants|157
621080247|NCT04356937|258532801|838171596|OG001|Measure|Participants|76
621080248|NCT04356937|258532802|838171597|OG000|Measure|Participants|161
621080249|NCT04356937|258532802|838171598|OG001|Measure|Participants|81
621080250|NCT04356937|258532803|838171599|OG000|Measure|Participants|161
621080251|NCT04356937|258532803|838171600|OG001|Measure|Participants|81
621760689|NCT00232180|258813599|839110984|OG000|Measure|Participants|1364
621760690|NCT00232180|258813599|839110985|OG001|Measure|Participants|1373
621760691|NCT00232180|258813600|839110986|OG000|Measure|Participants|1367
621760692|NCT00232180|258813600|839110987|OG001|Measure|Participants|1376
621760693|NCT00232180|258813601|839110988|OG000|Measure|Participants|1367
621760694|NCT00232180|258813601|839110989|OG001|Measure|Participants|1376
621760695|NCT00232180|258813602|839110990|OG000|Measure|Participants|1367
621760696|NCT00232180|258813602|839110991|OG001|Measure|Participants|1376
621760697|NCT00232180|258813603|839110992|OG000|Measure|Participants|1367
621760698|NCT00232180|258813603|839110993|OG001|Measure|Participants|1376
621760699|NCT00232180|258813604|839110994|OG000|Measure|Participants|1367
621760700|NCT00232180|258813604|839110995|OG001|Measure|Participants|1376
621760701|NCT00232180|258813605|839110996|OG000|Measure|Participants|1367
621760702|NCT00232180|258813605|839110997|OG001|Measure|Participants|1376
621760703|NCT00232180|258813606|839110998|OG000|Measure|Participants|1367
621760704|NCT00232180|258813606|839110999|OG001|Measure|Participants|1376
621760705|NCT00232180|258813607|839111000|OG000|Measure|Participants|1367
621760706|NCT00232180|258813607|839111001|OG001|Measure|Participants|1376
621760707|NCT00232180|258813608|839111002|OG000|Measure|Participants|1367
621760708|NCT00232180|258813608|839111003|OG001|Measure|Participants|1376
621760709|NCT00232180|258813609|839111004|OG000|Measure|Participants|1367
621760710|NCT00232180|258813609|839111005|OG001|Measure|Participants|1376
621760711|NCT00232180|258813610|839111006|OG000|Measure|Participants|1367
621760712|NCT00232180|258813610|839111007|OG001|Measure|Participants|1376
621760713|NCT00232180|258813611|839111008|OG000|Measure|Participants|1367
621760714|NCT00232180|258813611|839111009|OG001|Measure|Participants|1376
621760715|NCT00232180|258813612|839111010|OG000|Measure|Participants|1367
621760716|NCT00232180|258813612|839111011|OG001|Measure|Participants|1376
621760717|NCT00232180|258813613|839111012|OG000|Measure|Participants|1367
621760718|NCT00232180|258813613|839111013|OG001|Measure|Participants|1376
621760719|NCT00232180|258813614|839111014|OG000|Measure|Participants|1367
621760720|NCT00232180|258813614|839111015|OG001|Measure|Participants|1376
621760721|NCT00232180|258813615|839111016|OG000|Measure|Participants|956
621760722|NCT00232180|258813615|839111017|OG001|Measure|Participants|940
621760723|NCT00232180|258813616|839111018|OG000|Measure|Participants|907
621760724|NCT00232180|258813616|839111019|OG001|Measure|Participants|975
621261968|NCT01294462|258607747|838421794|OG000|Measure|Participants|387
621261969|NCT01294462|258607747|838421795|OG001|Measure|Participants|380
621261970|NCT01294462|258607748|838421796|OG000|Measure|Participants|400
621261971|NCT01294462|258607748|838421797|OG001|Measure|Participants|400
621261972|NCT01294462|258607749|838421798|OG000|Measure|Participants|387
621261973|NCT01294462|258607749|838421799|OG001|Measure|Participants|380
621261974|NCT01294462|258607750|838421800|OG000|Measure|Participants|400
621261975|NCT01294462|258607750|838421801|OG001|Measure|Participants|400
620925057|NCT04331808|258468588|837959059|OG000|Measure|Participants|64
620925058|NCT04331808|258468588|837959060|OG001|Measure|Participants|67
620925059|NCT04331808|258468589|837959061|OG000|Measure|Participants|49
620925060|NCT04331808|258468589|837959062|OG001|Measure|Participants|43
620925061|NCT04331808|258468590|837959063|OG000|Measure|Participants|49
620925062|NCT04331808|258468590|837959064|OG001|Measure|Participants|43
620925063|NCT04331808|258468591|837959065|OG000|Measure|Participants|49
620925064|NCT04331808|258468591|837959066|OG001|Measure|Participants|43
620925065|NCT04331808|258468592|837959067|OG000|Measure|Participants|63
620925066|NCT04331808|258468592|837959068|OG001|Measure|Participants|67
620925067|NCT04331808|258468592|837959069|OG002|Measure|Participants|49
620925068|NCT04331808|258468592|837959070|OG003|Measure|Participants|43
620925069|NCT04331808|258468593|837959071|OG000|Measure|Participants|63
620925070|NCT04331808|258468593|837959072|OG001|Measure|Participants|67
620925071|NCT04331808|258468593|837959073|OG002|Measure|Participants|49
620925072|NCT04331808|258468593|837959074|OG003|Measure|Participants|43
620925073|NCT04331808|258468594|837959075|OG000|Measure|Participants|49
620925074|NCT04331808|258468594|837959076|OG001|Measure|Participants|43
620925075|NCT04331808|258468595|837959077|OG000|Measure|Participants|63
620925076|NCT04331808|258468595|837959078|OG001|Measure|Participants|67
620925077|NCT04331808|258468595|837959079|OG002|Measure|Participants|49
620925078|NCT04331808|258468595|837959080|OG003|Measure|Participants|43
620925079|NCT04331808|258468596|837959081|OG000|Measure|Participants|63
620925080|NCT04331808|258468596|837959082|OG001|Measure|Participants|67
620925081|NCT04331808|258468596|837959083|OG002|Measure|Participants|49
620925082|NCT04331808|258468596|837959084|OG003|Measure|Participants|43
620925083|NCT04331808|258468597|837959085|OG000|Measure|Participants|40
620925084|NCT04331808|258468597|837959086|OG001|Measure|Participants|37
620925085|NCT04331808|258468598|837959087|OG000|Measure|Participants|36
620925086|NCT04331808|258468598|837959088|OG001|Measure|Participants|30
621943201|NCT03036124|258891025|839363683|OG000|Measure|Participants|2373
621943202|NCT03036124|258891025|839363684|OG001|Measure|Participants|2371
621943203|NCT03036124|258891026|839363685|OG000|Measure|Participants|2373
621943204|NCT03036124|258891026|839363686|OG001|Measure|Participants|2371
621943205|NCT03036124|258891027|839363687|OG000|Measure|Participants|2373
621943206|NCT03036124|258891027|839363688|OG001|Measure|Participants|2371
621943207|NCT03036124|258891028|839363689|OG000|Measure|Participants|2373
621943208|NCT03036124|258891028|839363690|OG001|Measure|Participants|2371
621943209|NCT03036124|258891029|839363691|OG000|Measure|Participants|2373
621943210|NCT03036124|258891029|839363692|OG001|Measure|Participants|2371
621943211|NCT03036124|258891030|839363693|OG000|Measure|Participants|2373
621943212|NCT03036124|258891030|839363694|OG001|Measure|Participants|2371
620772780|NCT01492361|258404965|837748712|OG000|Measure|Participants|4089
620772781|NCT01492361|258404965|837748713|OG001|Measure|Participants|4090
620772782|NCT01492361|258404966|837748714|OG000|Measure|Participants|4089
620772783|NCT01492361|258404966|837748715|OG001|Measure|Participants|4090
620772784|NCT01492361|258404967|837748716|OG000|Measure|Participants|4089
620772785|NCT01492361|258404967|837748717|OG001|Measure|Participants|4090
620772786|NCT01492361|258404968|837748718|OG000|Measure|Participants|4089
620772787|NCT01492361|258404968|837748719|OG001|Measure|Participants|4090
620772788|NCT01492361|258404969|837748720|OG000|Measure|Participants|4089
620772789|NCT01492361|258404969|837748721|OG001|Measure|Participants|4090
620772790|NCT01492361|258404970|837748722|OG000|Measure|Participants|4089
620772791|NCT01492361|258404970|837748723|OG001|Measure|Participants|4090
620772792|NCT01492361|258404971|837748724|OG000|Measure|Participants|4089
620772793|NCT01492361|258404971|837748725|OG001|Measure|Participants|4090
620772794|NCT01492361|258404972|837748726|OG000|Measure|Participants|4089
620772795|NCT01492361|258404972|837748727|OG001|Measure|Participants|4090
620772796|NCT01492361|258404973|837748728|OG000|Measure|Participants|4089
620772797|NCT01492361|258404973|837748729|OG001|Measure|Participants|4090
620772798|NCT01492361|258404974|837748730|OG000|Measure|Participants|4089
620772799|NCT01492361|258404974|837748731|OG001|Measure|Participants|4090
620452466|NCT03548935|258272771|837307353|OG000|Measure|Participants|1306
620452467|NCT03548935|258272771|837307354|OG001|Measure|Participants|655
620452468|NCT03548935|258272772|837307355|OG000|Measure|Participants|1306
620452469|NCT03548935|258272772|837307356|OG001|Measure|Participants|655
620452470|NCT03548935|258272773|837307357|OG000|Measure|Participants|1212
620452471|NCT03548935|258272773|837307358|OG001|Measure|Participants|577
620452472|NCT03548935|258272774|837307359|OG000|Measure|Participants|1212
620452473|NCT03548935|258272774|837307360|OG001|Measure|Participants|577
620452474|NCT03548935|258272775|837307361|OG000|Measure|Participants|1212
620452475|NCT03548935|258272775|837307362|OG001|Measure|Participants|577
620452476|NCT03548935|258272776|837307363|OG000|Measure|Participants|1210
620452477|NCT03548935|258272776|837307364|OG001|Measure|Participants|575
620452478|NCT03548935|258272777|837307365|OG000|Measure|Participants|1210
620452479|NCT03548935|258272777|837307366|OG001|Measure|Participants|574
620452480|NCT03548935|258272778|837307367|OG000|Measure|Participants|1195
620452481|NCT03548935|258272778|837307368|OG001|Measure|Participants|566
620452482|NCT03548935|258272779|837307369|OG000|Measure|Participants|1193
620452483|NCT03548935|258272779|837307370|OG001|Measure|Participants|566
620452484|NCT03548935|258272780|837307371|OG000|Measure|Participants|1212
620452485|NCT03548935|258272780|837307372|OG001|Measure|Participants|577
620452486|NCT03548935|258272781|837307373|OG000|Measure|Participants|1212
620452487|NCT03548935|258272781|837307374|OG001|Measure|Participants|577
620452488|NCT03548935|258272782|837307375|OG000|Measure|Participants|1197
620452489|NCT03548935|258272782|837307376|OG001|Measure|Participants|563
620452490|NCT03548935|258272783|837307377|OG000|Measure|Participants|1197
620452491|NCT03548935|258272783|837307378|OG001|Measure|Participants|563
620452492|NCT03548935|258272784|837307379|OG000|Measure|Participants|1175
620452493|NCT03548935|258272784|837307380|OG001|Measure|Participants|557
620452494|NCT03548935|258272785|837307381|OG000|Measure|Participants|1147
620452495|NCT03548935|258272785|837307382|OG001|Measure|Participants|550
620452496|NCT03548935|258272786|837307383|OG000|Measure|Participants|1210
620452497|NCT03548935|258272786|837307384|OG001|Measure|Participants|574
620452498|NCT03548935|258272787|837307385|OG000|Measure|Participants|1196
620452499|NCT03548935|258272787|837307386|OG001|Measure|Participants|561
620452500|NCT03548935|258272788|837307387|OG000|Measure|Participants|1192
620452501|NCT03548935|258272788|837307388|OG001|Measure|Participants|558
620452502|NCT03548935|258272789|837307389|OG000|Measure|Participants|1194
620452503|NCT03548935|258272789|837307390|OG001|Measure|Participants|561
620452504|NCT03548935|258272790|837307391|OG000|Measure|Participants|1193
620452505|NCT03548935|258272790|837307392|OG001|Measure|Participants|561
620452506|NCT03548935|258272791|837307393|OG000|Measure|Participants|1154
620452507|NCT03548935|258272791|837307394|OG001|Measure|Participants|552
620452508|NCT03548935|258272792|837307395|OG000|Measure|Participants|1194
620452509|NCT03548935|258272792|837307396|OG001|Measure|Participants|561
620452510|NCT03548935|258272793|837307397|OG000|Measure|Participants|1200
620452511|NCT03548935|258272793|837307398|OG001|Measure|Participants|562
620452512|NCT03548935|258272794|837307399|OG000|Measure|Participants|1131
620452513|NCT03548935|258272794|837307400|OG001|Measure|Participants|546
620452514|NCT03548935|258272795|837307401|OG000|Measure|Participants|1194
620452515|NCT03548935|258272795|837307402|OG001|Measure|Participants|562
620452516|NCT03548935|258272796|837307403|OG000|Measure|Participants|1197
620452517|NCT03548935|258272796|837307404|OG001|Measure|Participants|563
620452518|NCT03548935|258272797|837307405|OG000|Measure|Participants|83
620452519|NCT03548935|258272797|837307406|OG001|Measure|Participants|39
620452520|NCT03548935|258272798|837307407|OG000|Measure|Participants|83
620452521|NCT03548935|258272798|837307408|OG001|Measure|Participants|39
620452522|NCT03548935|258272799|837307409|OG000|Measure|Participants|83
620452523|NCT03548935|258272799|837307410|OG001|Measure|Participants|39
620452524|NCT03548935|258272800|837307411|OG000|Measure|Participants|83
620452525|NCT03548935|258272800|837307412|OG001|Measure|Participants|39
620452526|NCT03548935|258272801|837307413|OG000|Measure|Participants|83
620452527|NCT03548935|258272801|837307414|OG001|Measure|Participants|39
620452528|NCT03548935|258272802|837307415|OG000|Measure|Participants|83
620452529|NCT03548935|258272802|837307416|OG001|Measure|Participants|39
620452530|NCT03548935|258272803|837307417|OG000|Measure|Participants|89
620452531|NCT03548935|258272803|837307418|OG001|Measure|Participants|42
620452532|NCT03548935|258272804|837307419|OG000|Measure|Participants|89
620452533|NCT03548935|258272804|837307420|OG001|Measure|Participants|42
620452534|NCT03548935|258272805|837307421|OG000|Measure|Participants|1195
620452535|NCT03548935|258272805|837307422|OG001|Measure|Participants|566
620452536|NCT03548935|258272806|837307423|OG000|Measure|Participants|1193
620452537|NCT03548935|258272806|837307424|OG001|Measure|Participants|566
620452538|NCT03548935|258272807|837307425|OG000|Measure|Participants|1306
620452539|NCT03548935|258272807|837307426|OG001|Measure|Participants|655
620452540|NCT03548935|258272808|837307427|OG000|Measure|Participants|1306
620452541|NCT03548935|258272808|837307428|OG001|Measure|Participants|655
620452542|NCT03548935|258272809|837307429|OG000|Measure|Participants|1059
620452543|NCT03548935|258272809|837307430|OG001|Measure|Participants|499
620452544|NCT03548935|258272810|837307431|OG000|Measure|Participants|1053
620452545|NCT03548935|258272810|837307432|OG001|Measure|Participants|497
620452546|NCT03548935|258272811|837307433|OG000|Measure|Participants|1053
620452547|NCT03548935|258272811|837307434|OG001|Measure|Participants|496
620452548|NCT03548935|258272812|837307435|OG000|Measure|Participants|1050
620452549|NCT03548935|258272812|837307436|OG001|Measure|Participants|497
620635875|NCT02418585|258347719|837559408|OG000|Measure|Participants|101
620635876|NCT02418585|258347719|837559409|OG001|Measure|Participants|100
620635877|NCT02418585|258347720|837559410|OG000|Measure|Participants|112
620635878|NCT02418585|258347720|837559411|OG001|Measure|Participants|109
620635879|NCT02418585|258347721|837559412|OG000|Measure|Participants|114
620635880|NCT02418585|258347721|837559413|OG001|Measure|Participants|109
620635881|NCT02418585|258347722|837559414|OG000|Measure|Participants|86
620635882|NCT02418585|258347722|837559415|OG001|Measure|Participants|85
620635883|NCT02418585|258347723|837559416|OG000|Measure|Participants|95
620635884|NCT02418585|258347723|837559417|OG001|Measure|Participants|89
620635885|NCT02418585|258347724|837559418|OG000|Measure|Participants|104
620635886|NCT02418585|258347724|837559419|OG001|Measure|Participants|100
620635887|NCT02418585|258347725|837559420|OG000|Measure|Participants|111
620635888|NCT02418585|258347725|837559421|OG001|Measure|Participants|105
620635889|NCT02418585|258347726|837559422|OG000|Measure|Participants|112
620635890|NCT02418585|258347726|837559423|OG001|Measure|Participants|109
620635891|NCT02418585|258347727|837559424|OG000|Measure|Participants|112
620635892|NCT02418585|258347727|837559425|OG001|Measure|Participants|109
620635893|NCT02418585|258347728|837559426|OG000|Measure|Participants|86
620635894|NCT02418585|258347728|837559427|OG001|Measure|Participants|86
620635895|NCT02418585|258347729|837559428|OG000|Measure|Participants|86
620635896|NCT02418585|258347729|837559429|OG001|Measure|Participants|86
620635897|NCT02418585|258347730|837559430|OG000|Measure|Participants|111
620635898|NCT02418585|258347730|837559431|OG001|Measure|Participants|109
620635899|NCT02418585|258347731|837559432|OG000|Measure|Participants|110
620635900|NCT02418585|258347731|837559433|OG001|Measure|Participants|102
620635901|NCT02418585|258347732|837559434|OG000|Measure|Participants|111
620635902|NCT02418585|258347732|837559435|OG001|Measure|Participants|105
620635903|NCT02418585|258347733|837559436|OG000|Measure|Participants|111
620635904|NCT02418585|258347733|837559437|OG001|Measure|Participants|105
620635905|NCT02418585|258347734|837559438|OG000|Measure|Participants|111
620635906|NCT02418585|258347734|837559439|OG001|Measure|Participants|105
621651403|NCT03574597|258769011|838959939|OG000|Measure|Participants|8803
621651404|NCT03574597|258769011|838959940|OG001|Measure|Participants|8801
621651405|NCT03574597|258769012|838959941|OG000|Measure|Participants|8803
621651406|NCT03574597|258769012|838959942|OG001|Measure|Participants|8801
621651407|NCT03574597|258769013|838959943|OG000|Measure|Participants|8803
621651408|NCT03574597|258769013|838959944|OG001|Measure|Participants|8801
621651409|NCT03574597|258769014|838959945|OG000|Measure|Participants|8803
621651410|NCT03574597|258769014|838959946|OG001|Measure|Participants|8801
621651411|NCT03574597|258769015|838959947|OG000|Measure|Participants|8803
621651412|NCT03574597|258769015|838959948|OG001|Measure|Participants|8801
621651413|NCT03574597|258769016|838959949|OG000|Measure|Participants|8803
621651414|NCT03574597|258769016|838959950|OG001|Measure|Participants|8801
621651415|NCT03574597|258769017|838959951|OG000|Measure|Participants|8803
621651416|NCT03574597|258769017|838959952|OG001|Measure|Participants|8801
621651417|NCT03574597|258769018|838959953|OG000|Measure|Participants|8803
621651418|NCT03574597|258769018|838959954|OG001|Measure|Participants|8801
621651419|NCT03574597|258769019|838959955|OG000|Measure|Participants|8803
621651420|NCT03574597|258769019|838959956|OG001|Measure|Participants|8801
621651421|NCT03574597|258769020|838959957|OG000|Measure|Participants|8803
621651422|NCT03574597|258769020|838959958|OG001|Measure|Participants|8801
621651423|NCT03574597|258769021|838959959|OG000|Measure|Participants|8803
621651424|NCT03574597|258769021|838959960|OG001|Measure|Participants|8801
