id|nct_id|outcome_id|result_group_id|ctgov_group_code|scope|units|count
621651425|NCT03574597|258769022|838959961|OG000|Measure|Participants|8800
621651426|NCT03574597|258769022|838959962|OG001|Measure|Participants|8797
621651427|NCT03574597|258769023|838959963|OG000|Measure|Participants|8803
621651428|NCT03574597|258769023|838959964|OG001|Measure|Participants|8801
621651429|NCT03574597|258769024|838959965|OG000|Measure|Participants|2925
621651430|NCT03574597|258769024|838959966|OG001|Measure|Participants|2980
621651431|NCT03574597|258769025|838959967|OG000|Measure|Participants|5877
621651432|NCT03574597|258769025|838959968|OG001|Measure|Participants|5819
621651433|NCT03574597|258769026|838959969|OG000|Measure|Participants|7475
621651434|NCT03574597|258769026|838959970|OG001|Measure|Participants|7385
621651435|NCT03574597|258769027|838959971|OG000|Measure|Participants|7475
621651436|NCT03574597|258769027|838959972|OG001|Measure|Participants|7384
621651437|NCT03574597|258769028|838959973|OG000|Measure|Participants|7473
621651438|NCT03574597|258769028|838959974|OG001|Measure|Participants|7385
621651439|NCT03574597|258769029|838959975|OG000|Measure|Participants|7472
621651440|NCT03574597|258769029|838959976|OG001|Measure|Participants|7400
621651441|NCT03574597|258769030|838959977|OG000|Measure|Participants|7461
621651442|NCT03574597|258769030|838959978|OG001|Measure|Participants|7394
621651443|NCT03574597|258769031|838959979|OG000|Measure|Participants|7137
621651444|NCT03574597|258769031|838959980|OG001|Measure|Participants|7091
621651445|NCT03574597|258769032|838959981|OG000|Measure|Participants|7138
621651446|NCT03574597|258769032|838959982|OG001|Measure|Participants|7088
621651447|NCT03574597|258769033|838959983|OG000|Measure|Participants|7432
621651448|NCT03574597|258769033|838959984|OG001|Measure|Participants|7364
621651449|NCT03574597|258769034|838959985|OG000|Measure|Participants|7474
621651450|NCT03574597|258769034|838959986|OG001|Measure|Participants|7378
621651451|NCT03574597|258769035|838959987|OG000|Measure|Participants|7373
621651452|NCT03574597|258769035|838959988|OG001|Measure|Participants|7273
621651453|NCT03574597|258769036|838959989|OG000|Measure|Participants|6761
621651454|NCT03574597|258769036|838959990|OG001|Measure|Participants|6665
621651455|NCT03574597|258769037|838959991|OG000|Measure|Participants|6761
621651456|NCT03574597|258769037|838959992|OG001|Measure|Participants|6665
621651457|NCT03574597|258769038|838959993|OG000|Measure|Participants|7439
621651458|NCT03574597|258769038|838959994|OG001|Measure|Participants|7351
621651459|NCT03574597|258769039|838959995|OG000|Measure|Participants|7439
621651460|NCT03574597|258769039|838959996|OG001|Measure|Participants|7351
620637538|NCT03434041|258348380|837561665|OG000|Measure|Participants|109
620637539|NCT03434041|258348380|837561666|OG001|Measure|Participants|106
620637540|NCT03434041|258348381|837561667|OG000|Measure|Participants|123
620637541|NCT03434041|258348381|837561668|OG001|Measure|Participants|125
620637542|NCT03434041|258348382|837561669|OG000|Measure|Participants|99
620637543|NCT03434041|258348382|837561670|OG001|Measure|Participants|98
620637544|NCT03434041|258348383|837561671|OG000|Measure|Participants|124
620637545|NCT03434041|258348383|837561672|OG001|Measure|Participants|126
620637546|NCT03434041|258348384|837561673|OG000|Measure|Participants|109
620637547|NCT03434041|258348384|837561674|OG001|Measure|Participants|106
620637548|NCT03434041|258348385|837561675|OG000|Measure|Participants|109
620637549|NCT03434041|258348385|837561676|OG001|Measure|Participants|106
620637550|NCT03434041|258348386|837561677|OG000|Measure|Participants|124
620637551|NCT03434041|258348386|837561678|OG001|Measure|Participants|126
620637552|NCT03434041|258348387|837561679|OG000|Measure|Participants|121
620637553|NCT03434041|258348387|837561680|OG001|Measure|Participants|126
620637554|NCT03434041|258348388|837561681|OG000|Measure|Participants|118
620637555|NCT03434041|258348388|837561682|OG001|Measure|Participants|120
620637556|NCT03434041|258348389|837561683|OG000|Measure|Participants|120
620637557|NCT03434041|258348389|837561684|OG001|Measure|Participants|123
620637558|NCT03434041|258348390|837561685|OG000|Measure|Participants|120
620637559|NCT03434041|258348390|837561686|OG001|Measure|Participants|123
620637560|NCT03434041|258348391|837561687|OG000|Measure|Participants|120
620637561|NCT03434041|258348391|837561688|OG001|Measure|Participants|123
620821001|NCT04998136|258426293|837816436|OG000|Measure|Participants|100
620821002|NCT04998136|258426293|837816437|OG001|Measure|Participants|48
620821003|NCT04998136|258426294|837816438|OG000|Measure|Participants|96
620821004|NCT04998136|258426294|837816439|OG001|Measure|Participants|47
620821005|NCT04998136|258426295|837816440|OG000|Measure|Participants|100
620821006|NCT04998136|258426295|837816441|OG001|Measure|Participants|48
620821007|NCT04998136|258426296|837816442|OG000|Measure|Participants|96
620821008|NCT04998136|258426296|837816443|OG001|Measure|Participants|47
620821009|NCT04998136|258426297|837816444|OG000|Measure|Participants|100
620821010|NCT04998136|258426297|837816445|OG001|Measure|Participants|48
620821011|NCT04998136|258426298|837816446|OG000|Measure|Participants|100
620821012|NCT04998136|258426298|837816447|OG001|Measure|Participants|48
620821013|NCT04998136|258426299|837816448|OG000|Measure|Participants|100
620821014|NCT04998136|258426299|837816449|OG001|Measure|Participants|48
620821015|NCT04998136|258426300|837816450|OG000|Measure|Participants|100
620821016|NCT04998136|258426300|837816451|OG001|Measure|Participants|48
620821017|NCT04998136|258426301|837816452|OG000|Measure|Participants|100
620821018|NCT04998136|258426301|837816453|OG001|Measure|Participants|48
620821019|NCT04998136|258426302|837816454|OG000|Measure|Participants|100
620821020|NCT04998136|258426302|837816455|OG001|Measure|Participants|48
620821021|NCT04998136|258426303|837816456|OG000|Measure|Participants|100
620821022|NCT04998136|258426303|837816457|OG001|Measure|Participants|48
620821023|NCT04998136|258426304|837816458|OG000|Measure|Participants|100
620821024|NCT04998136|258426304|837816459|OG001|Measure|Participants|48
620821025|NCT04998136|258426305|837816460|OG000|Measure|Participants|100
620821026|NCT04998136|258426305|837816461|OG001|Measure|Participants|48
620821027|NCT04998136|258426306|837816462|OG000|Measure|Participants|100
620821028|NCT04998136|258426306|837816463|OG001|Measure|Participants|48
620821029|NCT04998136|258426307|837816464|OG000|Measure|Participants|99
620821030|NCT04998136|258426307|837816465|OG001|Measure|Participants|48
620821031|NCT04998136|258426308|837816466|OG000|Measure|Participants|99
620821032|NCT04998136|258426308|837816467|OG001|Measure|Participants|48
620821033|NCT04998136|258426309|837816468|OG000|Measure|Participants|99
620821034|NCT04998136|258426309|837816469|OG001|Measure|Participants|48
620821035|NCT04998136|258426310|837816470|OG000|Measure|Participants|99
620821036|NCT04998136|258426310|837816471|OG001|Measure|Participants|48
620821037|NCT04998136|258426311|837816472|OG000|Measure|Participants|100
620821038|NCT04998136|258426311|837816473|OG001|Measure|Participants|48
620821039|NCT04998136|258426312|837816474|OG000|Measure|Participants|100
620821040|NCT04998136|258426312|837816475|OG001|Measure|Participants|48
620821041|NCT04998136|258426313|837816476|OG000|Measure|Participants|100
620821042|NCT04998136|258426313|837816477|OG001|Measure|Participants|48
620821043|NCT04998136|258426314|837816478|OG000|Measure|Participants|100
620821044|NCT04998136|258426314|837816479|OG001|Measure|Participants|47
620821045|NCT04998136|258426315|837816480|OG000|Measure|Participants|100
620821046|NCT04998136|258426315|837816481|OG001|Measure|Participants|47
620834400|NCT01115855|258432012|837835177|OG000|Measure|Participants|111
620834401|NCT01115855|258432012|837835178|OG001|Measure|Participants|110
620834402|NCT01115855|258432013|837835179|OG000|Measure|Participants|111
620834403|NCT01115855|258432013|837835180|OG001|Measure|Participants|110
620834404|NCT01115855|258432014|837835181|OG000|Measure|Participants|111
620834405|NCT01115855|258432014|837835182|OG001|Measure|Participants|110
620834406|NCT01115855|258432015|837835183|OG000|Measure|Participants|111
620834407|NCT01115855|258432015|837835184|OG001|Measure|Participants|110
620834408|NCT01115855|258432016|837835185|OG000|Measure|Participants|111
620834409|NCT01115855|258432016|837835186|OG001|Measure|Participants|110
620834410|NCT01115855|258432017|837835187|OG000|Measure|Participants|111
620834411|NCT01115855|258432017|837835188|OG001|Measure|Participants|110
620834412|NCT01115855|258432018|837835189|OG000|Measure|Participants|111
620834413|NCT01115855|258432018|837835190|OG001|Measure|Participants|110
620834414|NCT01115855|258432019|837835191|OG000|Measure|Participants|111
620834415|NCT01115855|258432019|837835192|OG001|Measure|Participants|110
620834416|NCT01115855|258432020|837835193|OG000|Measure|Participants|111
620834417|NCT01115855|258432020|837835194|OG001|Measure|Participants|110
620834418|NCT01115855|258432021|837835195|OG000|Measure|Participants|111
620834419|NCT01115855|258432021|837835196|OG001|Measure|Participants|110
620834420|NCT01115855|258432022|837835197|OG000|Measure|Participants|111
620834421|NCT01115855|258432022|837835198|OG001|Measure|Participants|110
620834422|NCT01115855|258432023|837835199|OG000|Measure|Participants|111
620834423|NCT01115855|258432023|837835200|OG001|Measure|Participants|110
620834424|NCT01115855|258432024|837835201|OG000|Measure|Participants|111
620834425|NCT01115855|258432024|837835202|OG001|Measure|Participants|110
620834426|NCT01115855|258432025|837835203|OG000|Measure|Participants|111
620834427|NCT01115855|258432025|837835204|OG001|Measure|Participants|110
620834428|NCT01115855|258432026|837835205|OG000|Measure|Participants|111
620834429|NCT01115855|258432026|837835206|OG001|Measure|Participants|110
620834430|NCT01115855|258432027|837835207|OG000|Measure|Participants|111
620834431|NCT01115855|258432027|837835208|OG001|Measure|Participants|110
620834432|NCT01115855|258432028|837835209|OG000|Measure|Participants|111
620834433|NCT01115855|258432028|837835210|OG001|Measure|Participants|110
620834434|NCT01115855|258432029|837835211|OG000|Measure|Participants|111
620834435|NCT01115855|258432029|837835212|OG001|Measure|Participants|110
620834436|NCT01115855|258432030|837835213|OG000|Measure|Participants|111
620834437|NCT01115855|258432030|837835214|OG001|Measure|Participants|110
620834438|NCT01115855|258432031|837835215|OG000|Measure|Participants|111
620834439|NCT01115855|258432031|837835216|OG001|Measure|Participants|110
620834440|NCT01115855|258432032|837835217|OG000|Measure|Participants|111
620834441|NCT01115855|258432032|837835218|OG001|Measure|Participants|110
620834442|NCT01115855|258432033|837835219|OG000|Measure|Participants|111
620834443|NCT01115855|258432033|837835220|OG001|Measure|Participants|110
621860218|NCT00089791|258855887|839248460|OG000|Measure|Participants|3691
621860219|NCT00089791|258855887|839248461|OG001|Measure|Participants|3702
621860220|NCT00089791|258855888|839248462|OG000|Measure|Participants|3906
621860221|NCT00089791|258855888|839248463|OG001|Measure|Participants|3902
621860222|NCT00089791|258855889|839248464|OG000|Measure|Participants|3906
621860223|NCT00089791|258855889|839248465|OG001|Measure|Participants|3902
622029844|NCT01169259|258925657|839481889|OG000|Measure|Participants|12927
622029845|NCT01169259|258925657|839481890|OG001|Measure|Participants|12944
622029846|NCT01169259|258925657|839481891|OG002|Measure|Participants|12933
622029847|NCT01169259|258925657|839481892|OG003|Measure|Participants|12938
622029848|NCT01169259|258925658|839481893|OG000|Measure|Participants|12927
622029849|NCT01169259|258925658|839481894|OG001|Measure|Participants|12944
622029850|NCT01169259|258925658|839481895|OG002|Measure|Participants|12933
622029851|NCT01169259|258925658|839481896|OG003|Measure|Participants|12938
622029852|NCT01169259|258925659|839481897|OG000|Measure|Participants|12927
622029853|NCT01169259|258925659|839481898|OG001|Measure|Participants|12944
622029854|NCT01169259|258925659|839481899|OG002|Measure|Participants|12933
622029855|NCT01169259|258925659|839481900|OG003|Measure|Participants|12938
622029856|NCT01169259|258925660|839481901|OG000|Measure|Participants|6547
622029857|NCT01169259|258925660|839481902|OG001|Measure|Participants|6538
622029858|NCT01169259|258925660|839481903|OG002|Measure|Participants|6547
622029859|NCT01169259|258925660|839481904|OG003|Measure|Participants|6538
622029860|NCT01169259|258925661|839481905|OG000|Measure|Participants|6380
622029861|NCT01169259|258925661|839481906|OG001|Measure|Participants|6406
622029862|NCT01169259|258925661|839481907|OG002|Measure|Participants|6386
622029863|NCT01169259|258925661|839481908|OG003|Measure|Participants|6400
622029864|NCT01169259|258925662|839481909|OG000|Measure|Participants|12927
622029865|NCT01169259|258925662|839481910|OG001|Measure|Participants|12944
622029866|NCT01169259|258925662|839481911|OG002|Measure|Participants|12933
622029867|NCT01169259|258925662|839481912|OG003|Measure|Participants|12938
622029868|NCT01169259|258925663|839481913|OG000|Measure|Participants|12927
622029869|NCT01169259|258925663|839481914|OG001|Measure|Participants|12944
622029870|NCT01169259|258925663|839481915|OG002|Measure|Participants|12933
622029871|NCT01169259|258925663|839481916|OG003|Measure|Participants|12938
622029872|NCT01169259|258925664|839481917|OG000|Measure|Participants|12927
622029873|NCT01169259|258925664|839481918|OG001|Measure|Participants|12944
622029874|NCT01169259|258925664|839481919|OG002|Measure|Participants|12933
622029875|NCT01169259|258925664|839481920|OG003|Measure|Participants|12938
622029876|NCT01169259|258925665|839481921|OG000|Measure|Participants|12927
622029877|NCT01169259|258925665|839481922|OG001|Measure|Participants|12944
622029878|NCT01169259|258925665|839481923|OG002|Measure|Participants|12933
622029879|NCT01169259|258925665|839481924|OG003|Measure|Participants|12938
622029880|NCT01169259|258925666|839481925|OG000|Measure|Participants|12927
622029881|NCT01169259|258925666|839481926|OG001|Measure|Participants|12944
622029882|NCT01169259|258925666|839481927|OG002|Measure|Participants|12933
622029883|NCT01169259|258925666|839481928|OG003|Measure|Participants|12938
622029884|NCT01169259|258925667|839481929|OG000|Measure|Participants|12927
622029885|NCT01169259|258925667|839481930|OG001|Measure|Participants|12944
622029886|NCT01169259|258925667|839481931|OG002|Measure|Participants|12933
622029887|NCT01169259|258925667|839481932|OG003|Measure|Participants|12938
622029888|NCT01169259|258925668|839481933|OG000|Measure|Participants|12927
622029889|NCT01169259|258925668|839481934|OG001|Measure|Participants|12944
622029890|NCT01169259|258925668|839481935|OG002|Measure|Participants|12933
622029891|NCT01169259|258925668|839481936|OG003|Measure|Participants|12938
622029892|NCT01169259|258925669|839481937|OG000|Measure|Participants|12927
622029893|NCT01169259|258925669|839481938|OG001|Measure|Participants|12944
622029894|NCT01169259|258925669|839481939|OG002|Measure|Participants|12933
622029895|NCT01169259|258925669|839481940|OG003|Measure|Participants|12938
622029896|NCT01169259|258925670|839481941|OG000|Measure|Participants|12927
622029897|NCT01169259|258925670|839481942|OG001|Measure|Participants|12944
622029898|NCT01169259|258925670|839481943|OG002|Measure|Participants|12933
622029899|NCT01169259|258925670|839481944|OG003|Measure|Participants|12938
622029900|NCT01169259|258925671|839481945|OG000|Measure|Participants|12927
622029901|NCT01169259|258925671|839481946|OG001|Measure|Participants|12944
622029902|NCT01169259|258925671|839481947|OG002|Measure|Participants|12933
622029903|NCT01169259|258925671|839481948|OG003|Measure|Participants|12938
622029904|NCT01169259|258925672|839481949|OG000|Measure|Participants|12927
622029905|NCT01169259|258925672|839481950|OG001|Measure|Participants|12944
622029906|NCT01169259|258925672|839481951|OG002|Measure|Participants|12933
622029907|NCT01169259|258925672|839481952|OG003|Measure|Participants|12938
622029908|NCT01169259|258925673|839481953|OG000|Measure|Participants|12927
622029909|NCT01169259|258925673|839481954|OG001|Measure|Participants|12944
622029910|NCT01169259|258925673|839481955|OG002|Measure|Participants|12933
622029911|NCT01169259|258925673|839481956|OG003|Measure|Participants|12938
622029912|NCT01169259|258925674|839481957|OG000|Measure|Participants|12927
622029913|NCT01169259|258925674|839481958|OG001|Measure|Participants|12944
622029914|NCT01169259|258925674|839481959|OG002|Measure|Participants|12933
622029915|NCT01169259|258925674|839481960|OG003|Measure|Participants|12938
622029916|NCT01169259|258925675|839481961|OG000|Measure|Participants|12927
622029917|NCT01169259|258925675|839481962|OG001|Measure|Participants|12944
622029918|NCT01169259|258925675|839481963|OG002|Measure|Participants|12933
622029919|NCT01169259|258925675|839481964|OG003|Measure|Participants|12938
622029920|NCT01169259|258925676|839481965|OG000|Measure|Participants|12927
622029921|NCT01169259|258925676|839481966|OG001|Measure|Participants|12944
622029922|NCT01169259|258925676|839481967|OG002|Measure|Participants|12933
622029923|NCT01169259|258925676|839481968|OG003|Measure|Participants|12938
622029924|NCT01169259|258925677|839481969|OG000|Measure|Participants|12927
622029925|NCT01169259|258925677|839481970|OG001|Measure|Participants|12944
622029926|NCT01169259|258925677|839481971|OG002|Measure|Participants|12933
622029927|NCT01169259|258925677|839481972|OG003|Measure|Participants|12938
622029928|NCT01169259|258925678|839481973|OG000|Measure|Participants|12927
622029929|NCT01169259|258925678|839481974|OG001|Measure|Participants|12944
622029930|NCT01169259|258925678|839481975|OG002|Measure|Participants|12933
622029931|NCT01169259|258925678|839481976|OG003|Measure|Participants|12938
622029932|NCT01169259|258925679|839481977|OG000|Measure|Participants|12927
622029933|NCT01169259|258925679|839481978|OG001|Measure|Participants|12944
622029934|NCT01169259|258925679|839481979|OG002|Measure|Participants|12933
622029935|NCT01169259|258925679|839481980|OG003|Measure|Participants|12938
622029936|NCT01169259|258925680|839481981|OG000|Measure|Participants|12927
622029937|NCT01169259|258925680|839481982|OG001|Measure|Participants|12944
622029938|NCT01169259|258925680|839481983|OG002|Measure|Participants|12933
622029939|NCT01169259|258925680|839481984|OG003|Measure|Participants|12938
622029940|NCT01169259|258925681|839481985|OG000|Measure|Participants|12927
622029941|NCT01169259|258925681|839481986|OG001|Measure|Participants|12944
622029942|NCT01169259|258925681|839481987|OG002|Measure|Participants|12933
622029943|NCT01169259|258925681|839481988|OG003|Measure|Participants|12938
622029944|NCT01169259|258925682|839481989|OG000|Measure|Participants|12927
622029945|NCT01169259|258925682|839481990|OG001|Measure|Participants|12944
622029946|NCT01169259|258925682|839481991|OG002|Measure|Participants|12933
622029947|NCT01169259|258925682|839481992|OG003|Measure|Participants|12938
621357316|NCT00135226|258646503|838553299|OG000|Measure|Participants|7740
621357317|NCT00135226|258646503|838553300|OG001|Measure|Participants|7740
621357318|NCT00135226|258646503|838553301|OG002|Measure|Participants|7740
621357319|NCT00135226|258646503|838553302|OG003|Measure|Participants|7740
621357320|NCT00135226|258646504|838553303|OG000|Measure|Participants|7740
621357321|NCT00135226|258646504|838553304|OG001|Measure|Participants|7740
621357322|NCT00135226|258646505|838553305|OG000|Measure|Participants|7740
621357323|NCT00135226|258646505|838553306|OG001|Measure|Participants|7740
621357324|NCT00135226|258646505|838553307|OG002|Measure|Participants|7740
621357325|NCT00135226|258646505|838553308|OG003|Measure|Participants|7740
621357326|NCT00135226|258646506|838553309|OG000|Measure|Participants|7740
621357327|NCT00135226|258646506|838553310|OG001|Measure|Participants|7740
621357328|NCT00135226|258646507|838553311|OG000|Measure|Participants|7740
621357329|NCT00135226|258646507|838553312|OG001|Measure|Participants|7740
621357330|NCT00135226|258646507|838553313|OG002|Measure|Participants|7740
621357331|NCT00135226|258646507|838553314|OG003|Measure|Participants|7740
621357332|NCT00135226|258646508|838553315|OG000|Measure|Participants|7740
621357333|NCT00135226|258646508|838553316|OG001|Measure|Participants|7740
621357334|NCT00135226|258646508|838553317|OG002|Measure|Participants|7740
621357335|NCT00135226|258646508|838553318|OG003|Measure|Participants|7740
621357336|NCT00135226|258646509|838553319|OG000|Measure|Participants|7740
621357337|NCT00135226|258646509|838553320|OG001|Measure|Participants|7740
621357338|NCT00135226|258646509|838553321|OG002|Measure|Participants|7740
621357339|NCT00135226|258646509|838553322|OG003|Measure|Participants|7740
621357340|NCT00135226|258646510|838553323|OG000|Measure|Participants|7740
621357341|NCT00135226|258646510|838553324|OG001|Measure|Participants|7740
621357342|NCT00135226|258646510|838553325|OG002|Measure|Participants|7740
621357343|NCT00135226|258646510|838553326|OG003|Measure|Participants|7740
621357344|NCT00135226|258646511|838553327|OG000|Measure|Participants|7740
621357345|NCT00135226|258646511|838553328|OG001|Measure|Participants|7740
621357346|NCT00135226|258646511|838553329|OG002|Measure|Participants|7740
621357347|NCT00135226|258646511|838553330|OG003|Measure|Participants|7740
621357348|NCT00135226|258646512|838553331|OG000|Measure|Participants|7740
621357349|NCT00135226|258646512|838553332|OG001|Measure|Participants|7740
621357350|NCT00135226|258646512|838553333|OG002|Measure|Participants|7740
621357351|NCT00135226|258646512|838553334|OG003|Measure|Participants|7740
621357352|NCT00135226|258646513|838553335|OG000|Measure|Participants|7740
621357353|NCT00135226|258646513|838553336|OG001|Measure|Participants|7740
621357354|NCT00135226|258646513|838553337|OG002|Measure|Participants|7740
621357355|NCT00135226|258646513|838553338|OG003|Measure|Participants|7740
621357356|NCT00135226|258646514|838553339|OG000|Measure|Participants|7740
621357357|NCT00135226|258646514|838553340|OG001|Measure|Participants|7740
621357358|NCT00135226|258646514|838553341|OG002|Measure|Participants|7740
621357359|NCT00135226|258646514|838553342|OG003|Measure|Participants|7740
621357360|NCT00135226|258646515|838553343|OG000|Measure|Participants|7740
621357361|NCT00135226|258646515|838553344|OG001|Measure|Participants|7740
621357362|NCT00135226|258646515|838553345|OG002|Measure|Participants|7740
621357363|NCT00135226|258646515|838553346|OG003|Measure|Participants|7740
621357364|NCT00135226|258646516|838553347|OG000|Measure|Participants|7740
621357365|NCT00135226|258646516|838553348|OG001|Measure|Participants|7740
621357366|NCT00135226|258646516|838553349|OG002|Measure|Participants|7740
621357367|NCT00135226|258646516|838553350|OG003|Measure|Participants|7740
621357368|NCT00135226|258646517|838553351|OG000|Measure|Participants|7740
621357369|NCT00135226|258646517|838553352|OG001|Measure|Participants|7740
621357370|NCT00135226|258646518|838553353|OG000|Measure|Participants|7740
621357371|NCT00135226|258646518|838553354|OG001|Measure|Participants|7740
621357372|NCT00135226|258646518|838553355|OG002|Measure|Participants|7740
621357373|NCT00135226|258646518|838553356|OG003|Measure|Participants|7740
621357374|NCT00135226|258646519|838553357|OG000|Measure|Participants|7740
621357375|NCT00135226|258646519|838553358|OG001|Measure|Participants|7740
621357376|NCT00135226|258646519|838553359|OG002|Measure|Participants|7740
621357377|NCT00135226|258646519|838553360|OG003|Measure|Participants|7740
621357378|NCT00135226|258646520|838553361|OG000|Measure|Participants|7740
621357379|NCT00135226|258646520|838553362|OG001|Measure|Participants|7740
621357380|NCT00135226|258646520|838553363|OG002|Measure|Participants|7740
621357381|NCT00135226|258646520|838553364|OG003|Measure|Participants|7740
621357382|NCT00135226|258646521|838553365|OG000|Measure|Participants|7740
621357383|NCT00135226|258646521|838553366|OG001|Measure|Participants|7740
621357384|NCT00135226|258646521|838553367|OG002|Measure|Participants|7740
621357385|NCT00135226|258646521|838553368|OG003|Measure|Participants|7740
621357386|NCT00135226|258646522|838553369|OG000|Measure|Participants|7740
621357387|NCT00135226|258646522|838553370|OG001|Measure|Participants|7740
621357388|NCT00135226|258646522|838553371|OG002|Measure|Participants|7740
621357389|NCT00135226|258646522|838553372|OG003|Measure|Participants|7740
621357390|NCT00135226|258646523|838553373|OG000|Measure|Participants|7740
621357391|NCT00135226|258646523|838553374|OG001|Measure|Participants|7740
621357392|NCT00135226|258646523|838553375|OG002|Measure|Participants|7740
621357393|NCT00135226|258646523|838553376|OG003|Measure|Participants|7740
621357394|NCT00135226|258646524|838553377|OG000|Measure|Participants|7740
621357395|NCT00135226|258646524|838553378|OG001|Measure|Participants|7740
621357396|NCT00135226|258646524|838553379|OG002|Measure|Participants|7740
621357397|NCT00135226|258646524|838553380|OG003|Measure|Participants|7740
621357398|NCT00135226|258646525|838553381|OG000|Measure|Participants|7740
621357399|NCT00135226|258646525|838553382|OG001|Measure|Participants|7740
621357400|NCT00135226|258646526|838553383|OG000|Measure|Participants|7740
621357401|NCT00135226|258646526|838553384|OG001|Measure|Participants|7740
