id|nct_id|outcome_type|title|description|time_frame|population|anticipated_posting_date|anticipated_posting_month_year|units|units_analyzed|dispersion_type|param_type
258432017|NCT01115855|SECONDARY|Number of Participants With First Occurrence of Hospitalization Due to Heart Failure (HF)|Hospitalization due to HF was defined as an overnight stay, or longer, in a hospital environment (emergency room, observation unit or in-patient care, or similar facility including admission to a day care facility) due to HF. Hazard ratio of Eplerenone versus placebo for first occurrence of the event was obtained from a Cox proportional hazards model.|Randomization up to the date when the last enrolled participant had been followed up for 1 year (up to 1744 days)|Full analysis set included all randomized participants.|||participants|||NUMBER
258432018|NCT01115855|SECONDARY|Number of Participants With First Occurrence of All-cause Mortality or All-cause Hospitalization|All cause hospitalization included all hospitalizations as CV hospitalization, which was defined as any hospitalization due to CV events including HF, myocardial infarction, arrhythmia, angina pectoris and non-CV hospitalizations which was defined as any hospitalization due to non-CV events including renal dysfunction, hyperkalaemia, malignant tumor and pulmonary disease. All-cause mortality was defined as any CV mortality, Non-CV mortality, including malignant tumor, pulmonary disease and trauma.CV mortality was defined as death due to HF, myocardial infarction, cardiac arrhythmia, stroke or cerebral vascular accident, other CV cause (such as aneurysm or pulmonary embolism). Hazard ratio of Eplerenone versus placebo for first occurrence of the event was obtained from a Cox proportional hazards model.|Randomization up to the date when the last enrolled participant had been followed up for 1 year (up to 1744 days)|Full analysis set included all randomized participants.|||participants|||NUMBER
258432019|NCT01115855|SECONDARY|Number of Participants With First Occurrence of Heart Failure (HF) Mortality or Heart Failure (HF) Hospitalization|HF mortality was defined as any death due to HF. Hospitalization due to HF was defined as an overnight stay, or longer, in a hospital environment (emergency room, observation unit or in-patient care, or similar facility including admission to a day care facility) due to HF. Hazard ratio of Eplerenone versus placebo for first occurrence of the event was obtained from a Cox proportional hazards model.|Randomization up to the date when the last enrolled participant had been followed up for 1 year (up to 1744 days)|Full analysis set included all randomized participants.|||participants|||NUMBER
258432020|NCT01115855|SECONDARY|Number of Participants With First Occurrence of Cardiovascular (CV) Hospitalization|CV hospitalization, which was defined as any hospitalization due to CV events including HF, myocardial infarction, arrhythmia, angina pectoris. Hazard ratio of Eplerenone versus placebo for first occurrence of the event was obtained from a Cox proportional hazards model.|Randomization up to the date when the last enrolled participant had been followed up for 1 year (up to 1744 days)|Full analysis set included all randomized participants.|||participants|||NUMBER
258432021|NCT01115855|SECONDARY|Number of Participants With First Occurrence of Addition/Increase of Heart Failure (HF) Medication Due to Heart Failure (HF) Worsening|Addition/ increase of HF medications was defined as administration of new HF medication or increase of 50 percent or more in dose of HF medication for \>= 3 days. Hazard ratio of Eplerenone versus placebo for first occurrence of the event was obtained from a Cox proportional hazards model.|Randomization up to the date when the last enrolled participant had been followed up for 1 year (up to 1744 days)|Full analysis set included all randomized participants.|||participants|||NUMBER
258432022|NCT01115855|SECONDARY|Number of Participants With First Occurrence of Fatal/Non-Fatal Stroke|Hazard ratio of Eplerenone versus placebo for first occurrence of the event was obtained from a Cox proportional hazards model.|Randomization up to the date when the last enrolled participant had been followed up for 1 year (up to 1744 days)|Full analysis set included all randomized participants.|||participants|||NUMBER
258432023|NCT01115855|SECONDARY|Number of Participants With First Occurrence of Fatal/Non-Fatal Myocardial Infarction (MI)|Hazard ratio of Eplerenone versus placebo for first occurrence of the event was obtained from a Cox proportional hazards model.|Randomization up to the date when the last enrolled participant had been followed up for 1 year (up to 1744 days)|Full analysis set included all randomized participants.|||participants|||NUMBER
258432024|NCT01115855|SECONDARY|Number of Participants With First Occurrence of New Onset Atrial Fibrillation/Flutter|New onset of atrial fibrillation or flutter was defined as the diagnosis of atrial fibrillation or flutter in a participant after randomization. Hazard ratio of Eplerenone versus placebo for first occurrence of the event was obtained from a Cox proportional hazards model.|Randomization up to the date when the last enrolled participant had been followed up for 1 year (up to 1744 days)|Full analysis set included all randomized participants.|||participants|||NUMBER
258432025|NCT01115855|SECONDARY|Number of Participants With First Occurrence of New Onset Diabetes Mellitus|New onset diabetes mellitus was defined as the diagnosis of diabetes mellitus in a participant after randomization. Hazard ratio of Eplerenone versus placebo for first occurrence of the event was obtained from a Cox proportional hazards model.|Randomization up to the date when the last enrolled participant had been followed up for 1 year (up to 1744 days)|Full analysis set included all randomized participants.|||participants|||NUMBER
258432026|NCT01115855|SECONDARY|Number of Participants With First Occurrence of Hospitalisation Due to Worsening Renal Function|Hospitalization due to worsening renal function (as per physician's decision) was defined as an overnight stay, or longer, in a hospital environment (emergency room, observation unit or in-patient care, or similar facility including admission to a day care facility) due to worsening renal function as the primary reason for hospitalization. Hazard ratio of Eplerenone versus placebo for first occurrence of the event was obtained from a Cox proportional hazards model.|Randomization up to the date when the last enrolled participant had been followed up for 1 year (up to 1744 days)|Full analysis set included all randomized participants.|||participants|||NUMBER
