SEARCH V2 RECALL -- 21 MEASUREMENT TOPICS, run r2 beside run 1 (same benchmark, same scorer)

## colchicine-postop-af - run1 found 0 of 7; run r2 found 6 of 7; reverse_not_in_benchmark=534
- FOUND Colchicine reduces postoperative atrial fibrillation: results of the Colchicine for the Prevention of the Postpericardiotomy Syndrome (COPPS) atrial fibrillation substudy. | pmid:22090167 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | NEW in this run
- FOUND Anti-Inflammatory Treatment With Colchicine in Acute Myocardial Infarction: A Pilot Study. | pmid:26265659 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND The Low Dose Colchicine after Myocardial Infarction (LoDoCo-MI) study: A pilot randomized placebo controlled trial of colchicine following acute myocardial infarction. | pmid:31284074 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Efficacy and Safety of Low-Dose Colchicine after Myocardial Infarction. | pmid:31733140 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Effects of Acute Colchicine Administration Prior to Percutaneous Coronary Intervention: COLCHICINE-PCI Randomized Trial. | pmid:32295417 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Cost-effectiveness of low-dose colchicine after myocardial infarction in the Colchicine Cardiovascular Outcomes Trial (COLCOT). | pmid:32407460 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Colchicine in Patients With Acute Coronary Syndrome: The Australian COPS Randomized Clinical Trial. | pmid:32862667 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Colchicine in Patients with Chronic Coronary Disease. | pmid:32865380 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effect of Colchicine on Myocardial Injury in Acute Myocardial Infarction. | pmid:34420373 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Colchicine in Patients With Chronic Coronary Disease in Relation to Prior Acute Coronary Syndrome. | pmid:34446156 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND COlchicine to Prevent PeriprocEdural Myocardial Injury in Percutaneous Coronary Intervention (COPE-PCI): A Descriptive Cytokine Pilot Sub-Study. | pmid:34686461 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effects of colchicine on major adverse cardiac events in next 6-month period after acute coronary syndrome occurrence; a randomized placebo-control trial. | pmid:34876021 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND The Effect of Low-Dose Colchicine on the Phenotype and Function of Neutrophils and Monocytes in Patients with Chronic Coronary Artery Disease: A Double-Blind Randomized Placebo-Controlled Cross-Over Study. | pmid:39115262 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effect of Colchicine on Coronary Plaque Stability in Acute Coronary Syndrome as Assessed by Optical Coherence Tomography: The COLOCT Randomized Clinical Trial. | pmid:39166327 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Optical coherence tomography assessment of the impact of colchicine on non-culprit coronary plaque composition after myocardial infarction. | pmid:39189611 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Colchicine in Acute Myocardial Infarction. | pmid:39555823 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Role of Colchicine in Reducing Reperfusion Injury in STEMI Patients Who Undergo Primary Percutaneous Coronary Intervention: A Randomized Clinical Trial. | pmid:40263680 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed | also in run1
- FOUND Efficacy of low dose colchicine on left ventricular hypertrophy in patients with coronary artery disease: A randomized controlled trial. | pmid:41605493 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed | also in run1
- FOUND Effect of colchicine on progression of known coronary atherosclerosis in patients with stable coronary artery disease: EKSTROM randomized placebo controlled trial. | pmid:41670023 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1

## corticosteroids-cap-mortality - run1 found 10 of 17; run r2 found 10 of 17; reverse_not_in_benchmark=1455
- FOUND NCT02552342 | nct:NCT02552342 | origin=never_considered | note=Corticosteroid Therapy for Severe CAP; n=610, triple-masked, primary all-cause mortality; exact PICO match; zero linked publications | routes=concept query CT.gov | also in run1
- FOUND Hydrocortisone infusion for severe community-acquired pneumonia: a preliminary randomized study. | pmid:15557131 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Effect of corticosteroids on the clinical course of community-acquired pneumonia: a randomized controlled trial. | pmid:21406101 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Dexamethasone and length of hospital stay in patients with community-acquired pneumonia: a randomised, double-blind, placebo-controlled trial. | pmid:21636122 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Adjunct prednisone therapy for patients with community-acquired pneumonia: a multicentre, double-blind, randomised, placebo-controlled trial. | pmid:25608756 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effect of corticosteroids on treatment failure among hospitalized patients with severe community-acquired pneumonia and high inflammatory response: a randomized clinical trial. | pmid:25688779 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed | also in run1
- FOUND Adjunctive treatment with oral dexamethasone in non-ICU patients hospitalised with community-acquired pneumonia: a randomised clinical trial. | pmid:33446608 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Low-dose methylprednisolone treatment in critically ill patients with severe community-acquired pneumonia. | pmid:35723686 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Hydrocortisone in Severe Community-Acquired Pneumonia. | pmid:36942789 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Hydrocortisone and tumor necrosis factor in severe community-acquired pneumonia. A randomized controlled study. | pmid:8339624 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- MISSED El-Ghamrawy | title:el ghamrawy | origin=known_eligible_missing | note=mechanism=concept-query; status=audit_identified | NAME_ONLY: can only be scored by normalized title match | missed in both runs
- MISSED McHardy | title:mchardy | origin=known_eligible_missing | note=mechanism=concept-query; status=audit_identified | NAME_ONLY: can only be scored by normalized title match | missed in both runs
- MISSED Mikami | title:mikami | origin=known_eligible_missing | note=mechanism=concept-query; status=audit_identified | NAME_ONLY: can only be scored by normalized title match | missed in both runs
- MISSED Nafae | title:nafae | origin=known_eligible_missing | note=mechanism=concept-query; status=audit_identified | NAME_ONLY: can only be scored by normalized title match | missed in both runs
- MISSED Sabry | title:sabry | origin=known_eligible_missing | note=mechanism=concept-query; status=audit_identified | NAME_ONLY: can only be scored by normalized title match | missed in both runs
- MISSED Snijders | title:snijders | origin=known_eligible_missing | note=mechanism=concept-query; status=audit_identified | NAME_ONLY: can only be scored by normalized title match | missed in both runs
- MISSED SONIA | title:sonia | origin=known_eligible_missing | note=mechanism=vocabulary; status=audit_identified; corticosteroid/glucocorticoid vs named-molecule vocabulary gap | NAME_ONLY: can only be scored by normalized title match | missed in both runs

## dapagliflozin-hfpef-hosp - run1 found 3 of 3; run r2 found 3 of 3; reverse_not_in_benchmark=2754
- FOUND The SGLT2 inhibitor dapagliflozin in heart failure with preserved ejection fraction: a multicenter randomized trial. | pmid:34711976 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Dapagliflozin in Heart Failure with Mildly Reduced or Preserved Ejection Fraction. | pmid:36027570 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Cardiac and Metabolic Effects of Dapagliflozin in Heart Failure With Preserved Ejection Fraction: The CAMEO-DAPA Trial. | pmid:37534453 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1

## denosumab-vertebral-fracture - run1 found 1 of 1; run r2 found 1 of 1; reverse_not_in_benchmark=2568
- FOUND Denosumab for prevention of fractures in postmenopausal women with osteoporosis. | pmid:19671655 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed | also in run1

## empagliflozin-hfpef-hosp - run1 found 1 of 2; run r2 found 1 of 2; reverse_not_in_benchmark=3866
- FOUND Empagliflozin in Heart Failure with a Preserved Ejection Fraction. | pmid:34449189 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- MISSED EMPA-VISION | title:empa vision | origin=known_eligible_missing | note=mechanism=concept-query; status=audit_identified | NAME_ONLY: can only be scored by normalized title match | missed in both runs

## esketamine-trd-madrs - run1 found 3 of 3; run r2 found 3 of 3; reverse_not_in_benchmark=1142
- FOUND Efficacy and Safety of Flexibly Dosed Esketamine Nasal Spray Combined With a Newly Initiated Oral Antidepressant in Treatment-Resistant Depression: A Randomized Double-Blind Active-Controlled Study. | pmid:31109201 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Efficacy and safety of fixed doses of intranasal Esketamine as an add-on therapy to Oral antidepressants in Japanese patients with treatment-resistant depression: a phase 2b randomized clinical study. | pmid:34696742 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Efficacy and Safety of Flexibly Dosed Esketamine Nasal Spray Plus a Newly Initiated Oral Antidepressant in Adult Patients with Treatment-Resistant Depression: A Randomized, Double-Blind, Multicenter, Active-Controlled Study Conducted in China and USA. | pmid:37025256 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1

## finerenone-ckd-t2d-renal - run1 found 0 of 3; run r2 found 3 of 3; reverse_not_in_benchmark=2791
- FOUND Effect of Finerenone on Albuminuria in Patients With Diabetic Nephropathy: A Randomized Clinical Trial. | pmid:26325557 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | NEW in this run
- FOUND Effect of Finerenone on Chronic Kidney Disease Outcomes in Type 2 Diabetes. | pmid:33264825 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | NEW in this run
- FOUND Cardiovascular Events with Finerenone in Kidney Disease and Type 2 Diabetes. | pmid:34449181 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | NEW in this run

## iv-iron-hfref-hosp - run1 found 9 of 11; run r2 found 9 of 11; reverse_not_in_benchmark=2265
- FOUND Effect of intravenous iron sucrose on exercise tolerance in anemic and nonanemic patients with symptomatic chronic heart failure and iron deficiency FERRIC-HF: a randomized, controlled, observer-blinded trial. | pmid:18191732 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Ferric carboxymaltose in patients with heart failure and iron deficiency. | pmid:19920054 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Beneficial effects of long-term intravenous iron therapy with ferric carboxymaltose in patients with symptomatic heart failure and iron deficiency†. | pmid:25176939 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effect of Ferric Carboxymaltose on Exercise Capacity in Patients With Chronic Heart Failure and Iron Deficiency. | pmid:28701470 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Ferric carboxymaltose for iron deficiency at discharge after acute heart failure: a multicentre, double-blind, randomised, controlled trial. | pmid:33197395 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND The effect of intravenous ferric carboxymaltose on health-related quality of life in iron-deficient patients with acute heart failure: the results of the AFFIRM-AHF study. | pmid:34080008 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Intravenous ferric derisomaltose in patients with heart failure and iron deficiency in the UK (IRONMAN): an investigator-initiated, prospective, randomised, open-label, blinded-endpoint trial. | pmid:36347265 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Ferric Carboxymaltose in Heart Failure with Iron Deficiency. | pmid:37632463 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Intravenous Ferric Carboxymaltose in Heart Failure With Iron Deficiency: The FAIR-HF2 DZHK05 Randomized Clinical Trial. | pmid:40159390 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- MISSED IRON-HF | title:iron hf | origin=known_eligible_missing | note=mechanism=concept-query; status=audit_identified | NAME_ONLY: can only be scored by normalized title match | missed in both runs
- MISSED Toblli 2007 | title:toblli 2007 | origin=known_eligible_missing | note=mechanism=no-PMID; status=audit_identified | NAME_ONLY: can only be scored by normalized title match | missed in both runs

## noac-vs-warfarin-af-stroke - run1 found 4 of 4; run r2 found 4 of 4; reverse_not_in_benchmark=12234
- FOUND Dabigatran versus warfarin in patients with atrial fibrillation. | pmid:19717844 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Rivaroxaban versus warfarin in nonvalvular atrial fibrillation. | pmid:21830957 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Apixaban versus warfarin in patients with atrial fibrillation. | pmid:21870978 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Edoxaban versus warfarin in patients with atrial fibrillation. | pmid:24251359 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1

## omega3-cardiovascular-events - run1 found 18 of 18; run r2 found 18 of 18; reverse_not_in_benchmark=16677
- FOUND Effects of a high-dose concentrate of n-3 fatty acids or corn oil introduced early after an acute myocardial infarction on serum triacylglycerol and HDL cholesterol. | pmid:11451717 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed | also in run1
- FOUND Effect of n-3 polyunsaturated fatty acids in patients with chronic heart failure (the GISSI-HF trial): a randomised, double-blind, placebo-controlled trial. | pmid:18757090 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Effects of n-3 polyunsaturated fatty acid therapy on plasma inflammatory markers and N-terminal pro-brain natriuretic peptide in elderly patients with chronic heart failure. | pmid:20146881 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND A randomized clinical trial on n-3 polyunsaturated fatty acids supplementation and all-cause mortality in elderly men at high cardiovascular risk. | pmid:20389249 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND n-3 fatty acids and cardiovascular events after myocardial infarction. | pmid:20929341 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effects of n-3 polyunsaturated fatty acids and of rosuvastatin on left ventricular function in chronic heart failure: a substudy of GISSI-HF trial. | pmid:20952767 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND OMEGA, a randomized, placebo-controlled trial to test the effect of highly purified omega-3 fatty acids on top of modern guideline-adjusted therapy after myocardial infarction. | pmid:21060071 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Effects of B vitamins and omega 3 fatty acids on cardiovascular diseases: a randomised placebo controlled trial. | pmid:21115589 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND n-3 fatty acids and cardiovascular outcomes in patients with dysglycemia. | pmid:22686415 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Plasma n-3 polyunsaturated fatty acids in chronic heart failure in the GISSI-Heart Failure Trial: relation with fish intake, circulating biomarkers, and mortality. | pmid:23351824 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND n-3 fatty acids in patients with multiple cardiovascular risk factors. | pmid:23656645 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND n-3 polyunsaturated fatty acids and atrial fibrillation in patients with chronic heart failure: the GISSI-HF trial. | pmid:23839902 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effects of n-3 Fatty Acid Supplements in Diabetes Mellitus. | pmid:30146932 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Cardiovascular Risk Reduction with Icosapent Ethyl for Hypertriglyceridemia. | pmid:30415628 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Marine n-3 Fatty Acids and Prevention of Cardiovascular Disease and Cancer. | pmid:30415637 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effect of High-Dose Omega-3 Fatty Acids vs Corn Oil on Major Adverse Cardiovascular Events in Patients at High Cardiovascular Risk: The STRENGTH Randomized Clinical Trial. | pmid:33190147 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effect of six month's treatment with omega-3 acid ethyl esters on long-term outcomes after acute myocardial infarction: The OMEGA-REMODEL randomized clinical trial. | pmid:38184150 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effects of vitamin D, omega-3 and a simple strength exercise programme in cardiovascular disease prevention: The DO-HEALTH randomized controlled trial. | pmid:38199870 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1

## pcsk9-mace - run1 found 0 of 2; run r2 found 2 of 2; reverse_not_in_benchmark=5642
- FOUND Evolocumab and Clinical Outcomes in Patients with Cardiovascular Disease. | pmid:28304224 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | NEW in this run
- FOUND Alirocumab and Cardiovascular Outcomes after Acute Coronary Syndrome. | pmid:30403574 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | NEW in this run

## sacubitril-valsartan-hfref - run1 found 0 of 1; run r2 found 1 of 1; reverse_not_in_benchmark=5618
- FOUND Angiotensin-neprilysin inhibition versus enalapril in heart failure. | pmid:25176015 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | NEW in this run

## semaglutide-obesity-weight - run1 found 11 of 11; run r2 found 11 of 11; reverse_not_in_benchmark=5377
- FOUND Once-Weekly Semaglutide in Adults with Overweight or Obesity. | pmid:33567185 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Effect of Subcutaneous Semaglutide vs Placebo as an Adjunct to Intensive Behavioral Therapy on Body Weight in Adults With Overweight or Obesity: The STEP 3 Randomized Clinical Trial. | pmid:33625476 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
