SEARCH V2 RECALL -- 21 MEASUREMENT TOPICS, run r2 beside run 1 (same benchmark, same scorer)

## colchicine-postop-af - run1 found 0 of 7; run r2 found 6 of 7; reverse_not_in_benchmark=534
- FOUND Colchicine reduces postoperative atrial fibrillation: results of the Colchicine for the Prevention of the Postpericardiotomy Syndrome (COPPS) atrial fibrillation substudy. | pmid:22090167 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | NEW in this run
- FOUND Efficacy and safety of once-weekly semaglutide 2.4 mg for weight management in participants from China: A prespecified analysis of the STEP 7 randomized clinical trial. | pmid:40069849 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effect of once-weekly subcutaneous semaglutide on abdominal visceral fat area in Japanese adults with overweight and obesity: A post hoc analysis of the STEP 6 trial. | pmid:40189961 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed | also in run1
- FOUND Long-acting PYY3 -36 analogue with semaglutide for obesity: from preclinical assessment through randomized clinical studies. | pmid:40629530 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Once-weekly semaglutide 2·4 mg in an Asian population with obesity, defined as BMI ≥25 kg/m2, in South Korea and Thailand (STEP 11): a randomised, double-blind, placebo-controlled, phase 3 trial. | pmid:40825340 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Semaglutide and Exercise Function in Obesity-Related HFpEF: Insights From the STEP-HFpEF Program. | pmid:41045908 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed | also in run1
- FOUND Effect of Semaglutide on Insulin Sensitivity and Cardiometabolic Risk Factors in Adolescents With Obesity: The STEP TEENS Study. | pmid:41296499 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Semaglutide Effects on Insulin Sensitivity and β-Cell Function in Patients With Schizophrenia, Prediabetes, and Obesity Treated With Second-Generation Antipsychotics: Findings From the HISTORI Trial, a 30-Week Randomized, Placebo-Controlled Trial With Semaglutide 1.0 mg Weekly. | pmid:41778920 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Once-weekly semaglutide versus placebo in patients with alcohol use disorder and comorbid obesity: a randomised, double-blind, placebo-controlled trial. | pmid:42070571 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Efficacy and safety of once-weekly semaglutide 2·4 mg in Chinese adults with overweight or obesity (STEP 12): a randomised, double-blind, placebo-controlled, multicentre, phase 3b trial. | pmid:42575111 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed | also in run1

## sglt2-hfref-hosp-cvdeath - run1 found 2 of 2; run r2 found 2 of 2; reverse_not_in_benchmark=8106
- FOUND Dapagliflozin in Patients with Heart Failure and Reduced Ejection Fraction. | pmid:31535829 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Cardiovascular and Renal Outcomes with Empagliflozin in Heart Failure. | pmid:32865377 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1

## sglt2-primary-prevention-hf - run1 found 19 of 19; run r2 found 19 of 19; reverse_not_in_benchmark=15550
- FOUND Effects of dapagliflozin on body weight, total fat mass, and regional adipose tissue distribution in patients with type 2 diabetes mellitus with inadequate glycemic control on metformin. | pmid:22238392 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Long-term efficacy of dapagliflozin in patients with type 2 diabetes mellitus receiving high doses of insulin: a randomized trial. | pmid:22431673 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed | also in run1
- FOUND Evaluation of vulvovaginal symptoms and Candida colonization in women with type 2 diabetes mellitus treated with canagliflozin, a sodium glucose co-transporter 2 inhibitor. | pmid:22632452 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed | also in run1
- FOUND Safety, tolerability, pharmacokinetics and pharmacodynamics following 4 weeks' treatment with empagliflozin once daily in patients with type 2 diabetes. | pmid:23356556 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Dapagliflozin a glucose-regulating drug with diuretic properties in subjects with type 2 diabetes. | pmid:23668478 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Dapagliflozin as monotherapy in drug-naive Asian patients with type 2 diabetes mellitus: a randomized, blinded, prospective phase III study. | pmid:24378206 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Empagliflozin reduces blood pressure in patients with type 2 diabetes and hypertension. | pmid:25271206 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed | also in run1
- FOUND Empagliflozin, Cardiovascular Outcomes, and Mortality in Type 2 Diabetes. | pmid:26378978 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Exenatide once weekly plus dapagliflozin once daily versus exenatide or dapagliflozin alone in patients with type 2 diabetes inadequately controlled with metformin monotherapy (DURATION-8): a 28 week, multicentre, double-blind, phase 3, randomised controlled trial. | pmid:27651331 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Canagliflozin and Cardiovascular and Renal Events in Type 2 Diabetes. | pmid:28605608 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Empagliflozin and Kidney Function Decline in Patients with Type 2 Diabetes: A Slope Analysis from the EMPA-REG OUTCOME Trial. | pmid:30314978 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Dapagliflozin and Cardiovascular Outcomes in Type 2 Diabetes. | pmid:30415602 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effect of Empagliflozin on Left Ventricular Mass in Patients With Type 2 Diabetes Mellitus and Coronary Artery Disease: The EMPA-HEART CardioLink-6 Randomized Clinical Trial. | pmid:31434508 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Liraglutide as add-on to sodium-glucose co-transporter-2 inhibitors in patients with inadequately controlled type 2 diabetes: LIRA-ADD2SGLT2i, a 26-week, randomized, double-blind, placebo-controlled trial. | pmid:31984646 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Cardiovascular Outcomes with Ertugliflozin in Type 2 Diabetes. | pmid:32966714 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Combined exenatide and dapagliflozin has no additive effects on reduction of hepatocellular lipids despite better glycaemic control in patients with type 2 diabetes mellitus treated with metformin: EXENDA, a 24-week, prospective, randomized, placebo-controlled pilot trial. | pmid:33464703 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Efficacy of liraglutide added to sodium-glucose cotransporter-2 inhibitors in type 2 diabetes, stratified by baseline characteristics: Post-hoc analysis of LIRA-ADD2SGLT2i. | pmid:34132018 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Randomized Controlled Trial of the Hemodynamic Effects of Empagliflozin in Patients With Type 2 Diabetes at High Cardiovascular Risk: The SIMPLE Trial. | pmid:35061894 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effect of empagliflozin on plasma lipids and lipoproteins in type 2 diabetes and heart failure - Empire HF and SIMPLE. | pmid:39843293 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1

## spironolactone-hfref-mortality - run1 found 3 of 3; run r2 found 3 of 3; reverse_not_in_benchmark=8102
- FOUND The effect of spironolactone on morbidity and mortality in patients with severe heart failure. Randomized Aldactone Evaluation Study Investigators. | pmid:10471456 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Eplerenone in patients with systolic heart failure and mild symptoms. | pmid:21073363 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Double-Blind, Randomized, Placebo-Controlled Trial Evaluating the Efficacy and Safety of Eplerenone in Japanese Patients With Chronic Heart Failure (J-EMPHASIS-HF). | pmid:28824029 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1

## statins-primary-prevention-elderly - run1 found 4 of 4; run r2 found 4 of 4; reverse_not_in_benchmark=7082
- FOUND Rosuvastatin for primary prevention in older persons with elevated C-reactive protein and low to average low-density lipoprotein cholesterol levels: exploratory analysis of a randomized trial. | pmid:20404379 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Effect of Statin Treatment vs Usual Care on Primary Cardiovascular Prevention Among Older Adults: The ALLHAT-LLT Randomized Clinical Trial. | pmid:28531241 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Pravastatin for Primary Prevention in Older Adults: Restricted Mean Survival Time Analysis. | pmid:30251369 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Atorvastatin, Cardiovascular Events, and Disability-free Survival in Older Adults. | pmid:42670961 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed | also in run1

## ticagrelor-vs-clopidogrel-acs - run1 found 0 of 3; run r2 found 3 of 3; reverse_not_in_benchmark=5927
- FOUND Safety, tolerability, and initial efficacy of AZD6140, the first reversible oral adenosine diphosphate receptor antagonist, compared with clopidogrel, in patients with non-ST-segment elevation acute coronary syndrome: primary results of the DISPERSE-2 trial. | pmid:17980250 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | NEW in this run
- FOUND Ticagrelor versus clopidogrel in patients with acute coronary syndromes. | pmid:19717846 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | NEW in this run
- FOUND Ticagrelor vs. clopidogrel in Japanese, Korean and Taiwanese patients with acute coronary syndrome -- randomized, double-blind, phase III PHILO study. | pmid:26376600 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=concept query Europe PMC; concept query PubMed; forward citation | NEW in this run

## tocilizumab-covid19-mortality - run1 found 10 of 10; run r2 found 10 of 10; reverse_not_in_benchmark=3793
- FOUND Effect of Tocilizumab vs Standard Care on Clinical Worsening in Patients Hospitalized With COVID-19 Pneumonia: A Randomized Clinical Trial. | pmid:33080005 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Effect of Tocilizumab vs Usual Care in Adults Hospitalized With COVID-19 and Moderate or Severe Pneumonia: A Randomized Clinical Trial. | pmid:33080017 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Efficacy of Tocilizumab in Patients Hospitalized with Covid-19. | pmid:33085857 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Tocilizumab in Patients Hospitalized with Covid-19 Pneumonia. | pmid:33332779 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Effect of tocilizumab on clinical outcomes at 15 days in patients with severe or critical coronavirus disease 2019: randomised controlled trial. | pmid:33472855 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Tocilizumab in Hospitalized Patients with Severe Covid-19 Pneumonia. | pmid:33631066 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND Tocilizumab in patients admitted to hospital with COVID-19 (RECOVERY): a randomised, controlled, open-label, platform trial. | pmid:33933206 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Tocilizumab and remdesivir in hospitalized patients with severe COVID-19 pneumonia: a randomized clinical trial. | pmid:34609549 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Anakinra or tocilizumab in patients admitted to hospital with severe covid-19 at high risk of deterioration (IMMCoVA): A randomized, controlled, open-label trial. | pmid:38157348 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; concept query Europe PMC; concept query PubMed; forward citation | also in run1
- FOUND Efficacy of tocilizumab for hospitalized patients with COVID-19 pneumonia and high IL-6 levels: A randomized controlled trial. | pmid:40232661 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1

## tranexamic-acid-pph - run1 found 3 of 3; run r2 found 3 of 3; reverse_not_in_benchmark=1159
- FOUND Effect of early tranexamic acid administration on mortality, hysterectomy, and other morbidities in women with post-partum haemorrhage (WOMAN): an international, randomised, double-blind, placebo-controlled trial. | pmid:28456509 | origin=pooled_or_declared_absent | note=pooled primary trial | routes=CT.gov cross-link; backward citation (PubMed elink); comparator reference list (PubMed elink); concept query Europe PMC; concept query PubMed | also in run1
- FOUND A double-blind, randomized controlled trial to explore oral tranexamic acid as adjunct for the treatment for postpartum hemorrhage. | pmid:32143721 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=CT.gov cross-link; forward citation | also in run1
- FOUND Tranexamic acid dose-response relationship for antifibrinolysis in postpartum haemorrhage during Caesarean delivery: TRACES, a double-blind, placebo-controlled, multicentre, dose-ranging biomarker study. | pmid:36243576 | origin=pooled_or_declared_absent | note=eligible declared-absent primary-outcome trial with PMID | routes=concept query Europe PMC; concept query PubMed; forward citation | also in run1

TOTAL run r2: all 136 of 147; audit-found 1 of 12; pooled-or-declared 135 of 135
TOTAL run 1:     all 121 of 147; audit-found 1 of 12; pooled-or-declared 120 of 135
