Hazard consumer sweep, before lane AD wiring
base_ref: a177740544be8044231e1c1b1e5ad1460d69f70e
rows: 491
SUMMARY: 32 of 32 topics with at least one UNWIRED hazard severity BLOCKS_CLAIM or QUALIFIES_CLAIM: balanced-crystalloids-vs-saline-mortality, colchicine-postop-af, colchicine-recurrent-pericarditis, colchicine-secondary-cv-prevention, corticosteroids-cap-mortality, corticosteroids-covid19-mortality, dapagliflozin-hfpef-hosp, denosumab-vertebral-fracture, doac-vte-recurrence, dpp4-mace-t2d, empagliflozin-hfpef-hosp, esketamine-trd-madrs, finerenone-ckd-t2d-renal, glp1-ra-mace-t2d, iv-iron-hfref-hosp, melatonin-primary-insomnia-sol, metformin-pcos-ovulation, noac-vs-warfarin-af-stroke, omega3-cardiovascular-events, pcsk9-mace, probiotics-aad-prevention, sacubitril-valsartan-hfref, semaglutide-obesity-mace, semaglutide-obesity-weight, sglt2-ckd-progression, sglt2-hfref-hosp-cvdeath, sglt2-primary-prevention-hf, spironolactone-hfref-mortality, statins-primary-prevention-elderly, ticagrelor-vs-clopidogrel-acs, tocilizumab-covid19-mortality, tranexamic-acid-pph
UNWIRED hazard pairs: (DECLARED_ABSENT_SECTION,DECLARED_ABSENT), (DECLARED_ABSENT_SECTION,UNKNOWN), (DECLARED_STRANDS,REFUSED_ON_EVIDENCE), (DEFINITION_AUDIT,PARTIAL), (FUNDING_COI,PARTIAL), (FUNDING_COI,RECORDED), (GRADE_CERTAINTY,NOT_ASSESSED), (GRADE_CERTAINTY,PROVISIONAL), (REPRODUCTION_RETRACTION,RETRACTED), (RETRIEVAL_CLASS,NOT_RUN), (RETRIEVAL_CLASS,UNRECORDED), (ROB_SENSITIVITY,PARTIAL), (SEARCH_ENUMERATION_ONLY,NOT_RUN), (SEARCH_PROVENANCE,RETRACTED)

slug | limitation_id | kind | severity | evidence_state | consumer_gate | gate_verdict_at_build | status
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Stroke or systemic embolism: verified 4/4; Major bleeding: verified 2/2 | WIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
noac-vs-warfarin-af-stroke | topic:noac-vs-warfarin-af-stroke:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: eligible_declared_absent | WIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:harms:1:bleeding:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:riskofbias:unit-of-analysis | UNIT_OF_ANALYSIS | QUALIFIES_CLAIM | NOT_ASSESSED | design_key.decision_for_trial | ALLOW_WITH_LABEL: design-key:factorial-marginal - factorial marginal contrast labelled, not refused; ALLOW_WITH_LABEL: design-key:factorial-marginal - factorial marginal contrast labelled, not refused; ALLOW_WITH_LABEL: design-key:factorial-marginal - factorial marginal contrast labelled, not refused | WIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | PARTIAL | compat.outcome_key | Major vascular events / MACE: verified 4/7; Atrial fibrillation: verified 1/1 | WIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
omega3-cardiovascular-events | topic:omega3-cardiovascular-events:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:harms:0:injection-site-reactions:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:harms:1:adverse-events-leading-to-discontinuation:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Major adverse cardiovascular events: verified 2/2 | WIRED
pcsk9-mace | topic:pcsk9-mace:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
pcsk9-mace | topic:pcsk9-mace:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: eligible_declared_absent | WIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:harms:0:any-adverse-events:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:harms:1:serious-adverse-events:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | PARTIAL | compat.outcome_key | Antibiotic-associated diarrhoea: verified 3/16 | WIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
probiotics-aad-prevention | topic:probiotics-aad-prevention:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: eligible_declared_absent | WIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:harms:none | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | UNKNOWN | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Composite cardiovascular death or heart-failure hospitalization: verified 1/1 | WIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
sacubitril-valsartan-hfref | topic:sacubitril-valsartan-hfref:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:harms:0:gastrointestinal-adverse-events:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | 3-point major adverse cardiovascular events: verified 1/1; Adverse events leading to permanent discontinuation: verified 1/1 | WIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
semaglutide-obesity-mace | topic:semaglutide-obesity-mace:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: search_not_executed, eligible_declared_absent | WIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | UNRECORDED | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:harms:0:gastrointestinal-adverse-events:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Percent change in body weight: verified 2/2 | WIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
semaglutide-obesity-weight | topic:semaglutide-obesity-weight:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: search_not_executed, eligible_declared_absent | WIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:search:enumeration-only | SEARCH_ENUMERATION_ONLY | BLOCKS_CLAIM | NOT_RUN | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:harms:1:lower-limb-amputation:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | CKD progression / kidney composite outcome: verified 3/3; Diabetic ketoacidosis: verified 1/1 | WIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
sglt2-ckd-progression | topic:sglt2-ckd-progression:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: search_not_executed, eligible_declared_absent | WIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | UNRECORDED | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:search:enumeration-only | SEARCH_ENUMERATION_ONLY | BLOCKS_CLAIM | NOT_RUN | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:outcomes:definition-audit | DEFINITION_AUDIT | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:harms:0:volume-depletion-or-hypotension:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:harms:1:diabetic-ketoacidosis:result-absent | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | DECLARED_ABSENT | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | RECORDED | compat.outcome_key | Composite cardiovascular death or hospitalisation for heart failure: verified 2/2 | WIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:riskofbias:grade-certainty | GRADE_CERTAINTY | QUALIFIES_CLAIM | PROVISIONAL | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:manuscript:generated-object-banner | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
sglt2-hfref-hosp-cvdeath | topic:sglt2-hfref-hosp-cvdeath:reproduction:round-2-retraction | REPRODUCTION_RETRACTION | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:overview:stale-topic | STALE_TOPIC | BLOCKS_CLAIM | STALE | invalidation.assess | STALE: search_not_executed, eligible_declared_absent | WIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:overview:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:overview:auditability-scope | AUDITABILITY_SCOPE | NOTE | RECORDED | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:search:retrieval-snapshot | RETRIEVAL_SNAPSHOT | NOTE | RECORDED | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:search:enumeration-only | SEARCH_ENUMERATION_ONLY | BLOCKS_CLAIM | NOT_RUN | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:search:retrieval-class | RETRIEVAL_CLASS | QUALIFIES_CLAIM | NOT_RUN | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:search:search-provenance | SEARCH_PROVENANCE | BLOCKS_CLAIM | RETRACTED | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:harms:none | DECLARED_ABSENT_SECTION | BLOCKS_CLAIM | UNKNOWN | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:riskofbias:rob-spancheck | ROB_SPANCHECK | NOTE | RECORDED | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:riskofbias:randomised-contrast | RANDOMISED_CONTRAST | QUALIFIES_CLAIM | PARTIAL | compat.outcome_key | Hospitalization for heart failure: verified 3/4 | WIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:riskofbias:funding-coi | FUNDING_COI | QUALIFIES_CLAIM | RECORDED | null | null | UNWIRED
sglt2-primary-prevention-hf | topic:sglt2-primary-prevention-hf:riskofbias:rob-sensitivity | ROB_SENSITIVITY | QUALIFIES_CLAIM | PARTIAL | null | null | UNWIRED
