id|nct_id|result_group_id|ctgov_group_code|time_frame|event_type|default_vocab|default_assessment|subjects_affected|subjects_at_risk|description|event_count|organ_system|adverse_event_term|frequency_threshold|vocab|assessment
182303423|NCT01986881|838902206|EG002|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||126|2745|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|153|Gastrointestinal disorders|Diarrhoea|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303424|NCT01986881|838902207|EG003|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||7|348|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|7|Gastrointestinal disorders|Diarrhoea|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303425|NCT01986881|838902208|EG004|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||9|370|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|11|Gastrointestinal disorders|Diarrhoea|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303426|NCT01986881|838902209|EG005|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||8|347|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|8|Gastrointestinal disorders|Diarrhoea|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303427|NCT01986881|838902210|EG006|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||0|55|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Gastrointestinal disorders|Diarrhoea|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303428|NCT01986881|838902211|EG007|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||0|54|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Gastrointestinal disorders|Diarrhoea|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303429|NCT01986881|838902212|EG008|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||1|48|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|1|Gastrointestinal disorders|Diarrhoea|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303430|NCT01986881|838902213|EG009|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||2|100|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|2|Gastrointestinal disorders|Diarrhoea|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303431|NCT01986881|838902214|EG010|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||3|113|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|3|Gastrointestinal disorders|Diarrhoea|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303432|NCT01986881|838902215|EG011|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||0|117|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Gastrointestinal disorders|Diarrhoea|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303433|NCT01986881|838902204|EG000|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||178|2746|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|249|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303434|NCT01986881|838902205|EG001|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||204|2747|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|272|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303435|NCT01986881|838902206|EG002|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||186|2745|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|244|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303436|NCT01986881|838902207|EG003|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||4|348|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|4|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303437|NCT01986881|838902208|EG004|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||13|370|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|13|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303438|NCT01986881|838902209|EG005|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||11|347|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|12|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303439|NCT01986881|838902210|EG006|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||1|55|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|1|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303440|NCT01986881|838902211|EG007|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||0|54|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303441|NCT01986881|838902212|EG008|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||2|48|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|4|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303442|NCT01986881|838902213|EG009|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||2|100|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|2|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303443|NCT01986881|838902214|EG010|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||5|113|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|5|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303444|NCT01986881|838902215|EG011|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||3|117|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|3|Infections and infestations|Nasopharyngitis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303445|NCT01986881|838902204|EG000|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||197|2746|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|277|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303446|NCT01986881|838902205|EG001|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||177|2747|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|257|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303447|NCT01986881|838902206|EG002|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||203|2745|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|324|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303448|NCT01986881|838902207|EG003|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||8|348|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|8|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303449|NCT01986881|838902208|EG004|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||10|370|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|11|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303450|NCT01986881|838902209|EG005|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||9|347|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|9|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303451|NCT01986881|838902210|EG006|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||0|55|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303452|NCT01986881|838902211|EG007|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||0|54|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303453|NCT01986881|838902212|EG008|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||0|48|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303454|NCT01986881|838902213|EG009|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||3|100|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|3|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303455|NCT01986881|838902214|EG010|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||2|113|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|2|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303456|NCT01986881|838902215|EG011|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||4|117|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|4|Infections and infestations|Upper respiratory tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303457|NCT01986881|838902204|EG000|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||256|2746|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|378|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303458|NCT01986881|838902205|EG001|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||262|2747|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|354|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303459|NCT01986881|838902206|EG002|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||211|2745|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|301|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303460|NCT01986881|838902207|EG003|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||8|348|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|8|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303461|NCT01986881|838902208|EG004|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||9|370|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|10|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303462|NCT01986881|838902209|EG005|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||7|347|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|7|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303463|NCT01986881|838902210|EG006|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||1|55|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|2|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303464|NCT01986881|838902211|EG007|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||1|54|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|1|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303465|NCT01986881|838902212|EG008|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||0|48|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303466|NCT01986881|838902213|EG009|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||1|100|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|1|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303467|NCT01986881|838902214|EG010|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||4|113|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|5|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303468|NCT01986881|838902215|EG011|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||3|117|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|4|Infections and infestations|Urinary tract infection|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182303469|NCT01986881|838902204|EG000|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|other|||106|2746|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|158|Metabolism and nutrition disorders|Hyperglycaemia|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
