id|nct_id|result_group_id|ctgov_group_code|time_frame|event_type|default_vocab|default_assessment|subjects_affected|subjects_at_risk|description|event_count|organ_system|adverse_event_term|frequency_threshold|vocab|assessment
182319481|NCT01986881|838902214|EG010|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|113|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphocytic leukaemia|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319482|NCT01986881|838902215|EG011|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|117|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphocytic leukaemia|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319483|NCT01986881|838902204|EG000|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||1|2746|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|1|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319484|NCT01986881|838902205|EG001|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|2747|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319485|NCT01986881|838902206|EG002|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|2745|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319486|NCT01986881|838902207|EG003|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|348|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319487|NCT01986881|838902208|EG004|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|370|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319488|NCT01986881|838902209|EG005|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|347|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319489|NCT01986881|838902210|EG006|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|55|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319490|NCT01986881|838902211|EG007|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|54|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319491|NCT01986881|838902212|EG008|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|48|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319492|NCT01986881|838902213|EG009|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|100|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319493|NCT01986881|838902214|EG010|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|113|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319494|NCT01986881|838902215|EG011|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|117|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Lymphoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319495|NCT01986881|838902204|EG000|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||2|2746|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|2|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319496|NCT01986881|838902205|EG001|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||4|2747|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|4|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319497|NCT01986881|838902206|EG002|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||5|2745|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|5|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319498|NCT01986881|838902207|EG003|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|348|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319499|NCT01986881|838902208|EG004|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|370|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319500|NCT01986881|838902209|EG005|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|347|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319501|NCT01986881|838902210|EG006|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|55|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319502|NCT01986881|838902211|EG007|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|54|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319503|NCT01986881|838902212|EG008|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|48|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319504|NCT01986881|838902213|EG009|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|100|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319505|NCT01986881|838902214|EG010|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|113|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319506|NCT01986881|838902215|EG011|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|117|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319507|NCT01986881|838902204|EG000|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||1|2746|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|1|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319508|NCT01986881|838902205|EG001|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|2747|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319509|NCT01986881|838902206|EG002|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||1|2745|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|1|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319510|NCT01986881|838902207|EG003|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|348|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319511|NCT01986881|838902208|EG004|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|370|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319512|NCT01986881|838902209|EG005|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|347|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319513|NCT01986881|838902210|EG006|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|55|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319514|NCT01986881|838902211|EG007|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|54|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319515|NCT01986881|838902212|EG008|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|48|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319516|NCT01986881|838902213|EG009|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|100|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319517|NCT01986881|838902214|EG010|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|113|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319518|NCT01986881|838902215|EG011|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|117|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant melanoma in situ|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319519|NCT01986881|838902204|EG000|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|2746|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319520|NCT01986881|838902205|EG001|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|2747|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319521|NCT01986881|838902206|EG002|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||2|2745|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|2|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319522|NCT01986881|838902207|EG003|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|348|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319523|NCT01986881|838902208|EG004|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|370|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319524|NCT01986881|838902209|EG005|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|347|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319525|NCT01986881|838902210|EG006|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|55|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319526|NCT01986881|838902211|EG007|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|54|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319527|NCT01986881|838902212|EG008|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|48|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319528|NCT01986881|838902213|EG009|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|100|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319529|NCT01986881|838902214|EG010|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|113|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319530|NCT01986881|838902215|EG011|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|117|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of ampulla of Vater|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319531|NCT01986881|838902204|EG000|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|2746|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of renal pelvis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319532|NCT01986881|838902205|EG001|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||1|2747|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|1|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of renal pelvis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319533|NCT01986881|838902206|EG002|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|2745|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of renal pelvis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319534|NCT01986881|838902207|EG003|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|348|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of renal pelvis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
182319535|NCT01986881|838902208|EG004|Overall Cardiovascular study - Up to approximately 6 years 3 Glycemic Sub-studies - Up to 18 weeks|serious|||0|370|The analysis population for all-cause mortality was all randomized participants and the analysis population for adverse events was all participants who received at least one dose of blinded study medication. The Overall Cardiovascular Study had a follow-up of approximately 6 years whereas the glycemic sub-studies had an 18-week follow-up time.|0|Neoplasms benign, malignant and unspecified (incl cysts and polyps)|Malignant neoplasm of renal pelvis|5|MedDRA 22.1|SYSTEMATIC_ASSESSMENT
