id|nct_id|ctgov_group_code|result_type|title|description|outcome_id
837522998|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336598
837522999|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336599
837523000|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336599
837523001|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336600
837523002|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336600
837523003|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336601
837523004|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336601
837523005|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336602
837523006|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336602
837523007|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336603
837523008|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336603
837523009|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336604
837523010|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336604
837523011|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336605
837523012|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336605
837523013|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336606
837523014|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336606
837523015|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336607
837523016|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336607
837523017|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336608
837523018|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336608
837523019|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336609
837523020|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336609
837523021|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336610
837523022|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336610
837523023|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336611
837523024|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336611
837523025|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336612
837523026|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336612
837523027|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336613
837523028|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336613
837523029|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336614
837523030|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336614
837523031|NCT00439725|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|258336615
837523032|NCT00439725|OG001|Outcome|Placebo|Participants were to receive matching placebo oral tablet once daily|258336615
837524419|NCT00439725|EG000|Reported Event|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|
837524420|NCT00439725|EG001|Reported Event|Placebo|Participants were to receive matching placebo oral tablet once daily|
837524601|NCT00439725|FG000|Participant Flow|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|
837524602|NCT00439725|FG001|Participant Flow|Placebo|Participants were to receive matching placebo oral tablet once daily|
837524771|NCT00439725|BG000|Baseline|Rivaroxaban (Xarelto, BAY59-7939)|Participants were to receive rivaroxaban 20 mg oral tablet once daily|
837524772|NCT00439725|BG001|Baseline|Placebo|Participants were to receive matching placebo oral tablet once daily|
837524773|NCT00439725|BG002|Baseline|Total|Total of all reporting groups|
837533186|NCT00968708|OG000|Outcome|Placebo|Alogliptin placebo matching tablets, orally, once daily.|258339797
837533187|NCT00968708|OG001|Outcome|Alogliptin|Alogliptin 25 mg, tablets, orally, once daily for participants with normal or mildly impaired renal function as defined by estimated glomerular filtration rate (eGFR) ≥ 60 mL/min). Alogliptin 12.5 mg, tablets, orally, once daily for participants with moderately impaired renal function (eGFR ≥30 and \<60 mL/min). Alogliptin 6.25 mg, tablets, orally, once daily for participants with severely impaired renal function or end stage renal disease (eGFR \<30 mL/min).|258339797
837533188|NCT00968708|OG000|Outcome|Placebo|Alogliptin placebo matching tablets, orally, once daily.|258339798
837533189|NCT00968708|OG001|Outcome|Alogliptin|Alogliptin 25 mg, tablets, orally, once daily for participants with normal or mildly impaired renal function as defined by estimated glomerular filtration rate (eGFR) ≥ 60 mL/min). Alogliptin 12.5 mg, tablets, orally, once daily for participants with moderately impaired renal function (eGFR ≥30 and \<60 mL/min). Alogliptin 6.25 mg, tablets, orally, once daily for participants with severely impaired renal function or end stage renal disease (eGFR \<30 mL/min).|258339798
837533612|NCT00968708|EG000|Reported Event|Placebo|Alogliptin placebo matching tablets, orally, once daily.|
837533613|NCT00968708|EG001|Reported Event|Alogliptin|Alogliptin 25 mg, tablets, orally, once daily for participants with normal or mildly impaired renal function as defined by estimated glomerular filtration rate (eGFR) ≥ 60 mL/min). Alogliptin 12.5 mg, tablets, orally, once daily for participants with moderately impaired renal function (eGFR ≥30 and \<60 mL/min). Alogliptin 6.25 mg, tablets, orally, once daily for participants with severely impaired renal function or end stage renal disease (eGFR \<30 mL/min).|
837533838|NCT00968708|FG000|Participant Flow|Placebo|Alogliptin placebo matching tablets, orally, once daily. Participants continued to receive standard of care for cardiovascular disease and diabetes according to regional guidelines.|
837533839|NCT00968708|FG001|Participant Flow|Alogliptin|Alogliptin 25 mg, tablets, orally, once daily for participants with normal or mildly impaired renal function as defined by estimated glomerular filtration rate (eGFR) ≥ 60 mL/min). Alogliptin 12.5 mg, tablets, orally, once daily for participants with moderately impaired renal function (eGFR ≥30 and \<60 mL/min). Alogliptin 6.25 mg, tablets, orally, once daily for participants with severely impaired renal function or end stage renal disease (eGFR \<30 mL/min). Participants continued to receive standard of care for cardiovascular disease and diabetes according to regional guidelines.|
837534106|NCT00968708|BG000|Baseline|Placebo|Alogliptin placebo matching tablets, orally, once daily.|
837534107|NCT00968708|BG001|Baseline|Alogliptin|Alogliptin 25 mg, tablets, orally, once daily for participants with normal or mildly impaired renal function as defined by estimated glomerular filtration rate (eGFR) ≥ 60 mL/min). Alogliptin 12.5 mg, tablets, orally, once daily for participants with moderately impaired renal function (eGFR ≥30 and \<60 mL/min). Alogliptin 6.25 mg, tablets, orally, once daily for participants with severely impaired renal function or end stage renal disease (eGFR \<30 mL/min).|
837534108|NCT00968708|BG002|Baseline|Total|Total of all reporting groups|
838854697|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737969
838854698|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737969
838854699|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737970
838854700|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737970
838854701|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737971
838854702|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737971
838854703|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737972
838854704|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737972
838854705|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737973
838854706|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737973
838854707|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737974
838854708|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737974
838854709|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737975
838854710|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737975
838854711|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737976
838854712|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737976
838854713|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737977
838854714|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737977
838854715|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737978
838854716|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737978
838854717|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737979
838854718|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737979
838854719|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737980
838854720|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737980
838854721|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737981
838854722|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737981
838854723|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737982
838854724|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737982
838854725|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737983
838854726|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737983
838854727|NCT00439777|OG000|Outcome|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|258737984
838854728|NCT00439777|OG001|Outcome|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|258737984
838855195|NCT00439777|EG000|Reported Event|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|
838855196|NCT00439777|EG001|Reported Event|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|
838855332|NCT00439777|FG000|Participant Flow|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|
838855333|NCT00439777|FG001|Participant Flow|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|
838855482|NCT00439777|BG000|Baseline|Rivaroxaban (Xarelto, BAY59-7939)|Participants received 15 mg rivaroxaban (oral) twice daily (b.i.d.) for 3 weeks, followed by 20 mg once daily (o.d.)|
838855483|NCT00439777|BG001|Baseline|Enoxaparin/VKA|Participants received enoxaparin (subcutaneous) 1.0 mg/kg b.i.d. for minimal 5 days, plus vitamin K antagonist (VKA) at individually titrated doses to achieve a target international normalized ratio (INR) of 2.5 (range: 2.0 - 3.0)|
838855484|NCT00439777|BG002|Baseline|Total|Total of all reporting groups|
838899685|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751210
838899686|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751210
838899687|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751210
838899688|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751210
838899689|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Insulin +/- Metformin Glycemic Sub-study)|Ertugliflozin 5 mg, administered orally, once daily, for up to 18 weeks|258751211
838899690|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Insulin +/- Metformin Glycemic Sub-study)|Ertugliflozin 15 mg, administered orally, once daily, for up to 18 weeks|258751211
838899691|NCT01986881|OG002|Outcome|Placebo (Ins+/-Met Sub-study)|Matching placebo to ertugliflozin administered orally, once daily, for up to 18 weeks|258751211
838899692|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Insulin +/- Metformin Glycemic Sub-study)|Ertugliflozin 5 mg, administered orally, once daily, for up to 18 weeks|258751212
838899693|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Insulin +/- Metformin Glycemic Sub-study)|Ertugliflozin 15 mg, administered orally, once daily, for up to 18 weeks|258751212
838899694|NCT01986881|OG002|Outcome|Placebo (Ins+/-Met Sub-study)|Matching placebo to ertugliflozin administered orally, once daily, for up to 18 weeks|258751212
838899695|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Sulfonylurea Monotherapy Glycemic Sub-Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to 18 weeks|258751213
838899696|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Sulfonylurea Monotherapy Glycemic Sub-Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to 18 weeks|258751213
838899697|NCT01986881|OG002|Outcome|Placebo (Sulfonylurea Monotherapy Glycemic Sub-Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to 18 weeks|258751213
838899698|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Sulfonylurea Monotherapy Glycemic Sub-Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to 18 weeks|258751214
838899699|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Sulfonylurea Monotherapy Glycemic Sub-Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to 18 weeks|258751214
838899700|NCT01986881|OG002|Outcome|Placebo (Sulfonylurea Monotherapy Glycemic Sub-Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to 18 weeks|258751214
838899701|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Metformin With Sulfonylurea Glycemic Sub-study)|Ertugliflozin 5 mg, administered orally, once daily, for up to 18 weeks|258751215
838899702|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Metformin With Sulfonylurea Glycemic Sub-study)|Ertugliflozin 15 mg, administered orally, once daily, for up to 18 weeks|258751215
838899703|NCT01986881|OG002|Outcome|Placebo (Metformin With Sulfonylurea Glycemic Sub-study)|Matching placebo to ertugliflozin administered orally, once daily, for up to 18 weeks|258751215
838899704|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Metformin With Sulfonylurea Glycemic Sub-study)|Ertugliflozin 5 mg, administered orally, once daily, for up to 18 weeks|258751216
838899705|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Metformin With Sulfonylurea Glycemic Sub-study)|Ertugliflozin 15 mg, administered orally, once daily, for up to 18 weeks|258751216
838899706|NCT01986881|OG002|Outcome|Placebo (Metformin With Sulfonylurea Glycemic Sub-study)|Matching placebo to ertugliflozin administered orally, once daily, for up to 18 weeks|258751216
838899707|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751217
838899708|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751217
838899709|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751217
838899710|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751217
838899711|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751218
838899712|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751218
838899713|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751218
838899714|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751218
838899715|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751219
838899716|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751219
838899717|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751219
838899718|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751219
838899719|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751220
838899720|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751220
838899721|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751220
838899722|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751220
838899723|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751221
838899724|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751221
838899725|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751221
838899726|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751221
838899727|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751222
838899728|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751222
838899729|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751222
838899730|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751222
838899731|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751223
838899732|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751223
838899733|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751223
838899734|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751223
838899735|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751224
838899736|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751224
838899737|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751224
838899738|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751224
838899739|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751225
838899740|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751225
838899741|NCT01986881|OG002|Outcome|Placebo (Overall Cardiovascular Study)|Matching placebo to ertugliflozin administered orally, once daily, for up to approximately 6 years|258751225
838899742|NCT01986881|OG003|Outcome|All Ertugliflozin (Overall Cardiovascular Study)|Ertugliflozin 5 mg or 15 mg, administered orally, once daily, for up to approximately 6 years|258751225
838899743|NCT01986881|OG000|Outcome|Ertugliflozin 5 mg (Overall Cardiovascular Study)|Ertugliflozin 5 mg, administered orally, once daily, for up to approximately 6 years|258751226
838899744|NCT01986881|OG001|Outcome|Ertugliflozin 15 mg (Overall Cardiovascular Study)|Ertugliflozin 15 mg, administered orally, once daily, for up to approximately 6 years|258751226
